id_site,code_module,code_presentation,activity_type,week_from,week_to,node_idx
772995,DDD,2014B,oucontent,,,3274
773336,DDD,2014B,resource,,,3275
773174,DDD,2014B,subpage,,,3276
773369,DDD,2014B,resource,,,3277
773376,DDD,2014B,resource,,,3278
773042,DDD,2014B,subpage,,,3279
773235,DDD,2014B,resource,,,3280
773413,DDD,2014B,resource,,,3281
773075,DDD,2014B,subpage,,,3282
773272,DDD,2014B,resource,,,3283
773448,DDD,2014B,url,,,3284
773108,DDD,2014B,subpage,,,3285
773138,DDD,2014B,subpage,,,3286
772992,DDD,2014B,oucontent,,,3287
773333,DDD,2014B,resource,,,3288
773171,DDD,2014B,subpage,,,3289
773031,DDD,2014B,subpage,,,3290
773366,DDD,2014B,resource,,,3291
773039,DDD,2014B,subpage,,,3292
773203,DDD,2014B,subpage,,,3293
773410,DDD,2014B,resource,,,3294
773072,DDD,2014B,subpage,,,3295
773269,DDD,2014B,resource,,,3296
773445,DDD,2014B,url,,,3297
773105,DDD,2014B,subpage,,,3298
773301,DDD,2014B,resource,,,3299
936658,DDD,2014B,resource,,,3300
773135,DDD,2014B,subpage,,,3301
772989,DDD,2014B,oucontent,,,3302
773330,DDD,2014B,resource,,,3303
773168,DDD,2014B,subpage,,,3304
773028,DDD,2014B,subpage,,,3305
773363,DDD,2014B,resource,,,3306
773036,DDD,2014B,subpage,,,3307
773200,DDD,2014B,subpage,,,3308
773407,DDD,2014B,resource,,,3309
773069,DDD,2014B,subpage,,,3310
773266,DDD,2014B,resource,,,3311
773442,DDD,2014B,url,,,3312
773102,DDD,2014B,subpage,,,3313
773298,DDD,2014B,resource,,,3314
924209,DDD,2014B,forumng,,,3315
773132,DDD,2014B,subpage,,,3316
772739,DDD,2014B,forumng,,,3317
773327,DDD,2014B,resource,,,3318
773165,DDD,2014B,subpage,,,3319
773025,DDD,2014B,subpage,,,3320
773360,DDD,2014B,resource,,,3321
773197,DDD,2014B,subpage,,,3322
773404,DDD,2014B,resource,,,3323
773066,DDD,2014B,subpage,,,3324
773263,DDD,2014B,resource,,,3325
773437,DDD,2014B,url,,,3326
773099,DDD,2014B,subpage,,,3327
773295,DDD,2014B,resource,,,3328
813953,DDD,2014J,subpage,,,3329
814128,DDD,2014J,resource,,,3330
1016371,DDD,2014J,forumng,,,3331
813986,DDD,2014J,subpage,,,3332
814162,DDD,2014J,resource,,,3333
814018,DDD,2014J,subpage,,,3334
814199,DDD,2014J,resource,,,3335
814058,DDD,2014J,resource,,,3336
814289,DDD,2014J,url,,,3337
814094,DDD,2014J,resource,,,3338
814321,DDD,2014J,url,,,3339
813950,DDD,2014J,subpage,,,3340
814125,DDD,2014J,resource,,,3341
1011355,DDD,2014J,resource,,,3342
813983,DDD,2014J,subpage,,,3343
814159,DDD,2014J,resource,,,3344
814015,DDD,2014J,subpage,,,3345
814195,DDD,2014J,resource,,,3346
814054,DDD,2014J,resource,,,3347
814286,DDD,2014J,url,,,3348
814091,DDD,2014J,resource,,,3349
814318,DDD,2014J,url,,,3350
814122,DDD,2014J,resource,,,3351
1006065,DDD,2014J,resource,,,3352
813980,DDD,2014J,subpage,,,3353
814155,DDD,2014J,resource,,,3354
814012,DDD,2014J,subpage,,,3355
814191,DDD,2014J,resource,,,3356
814051,DDD,2014J,subpage,,,3357
814283,DDD,2014J,url,,,3358
814088,DDD,2014J,resource,,,3359
814315,DDD,2014J,url,,,3360
813947,DDD,2014J,subpage,,,3361
814119,DDD,2014J,resource,,,3362
986521,DDD,2014J,oucollaborate,,,3363
813977,DDD,2014J,subpage,,,3364
814152,DDD,2014J,resource,,,3365
814009,DDD,2014J,subpage,,,3366
814187,DDD,2014J,resource,,,3367
814048,DDD,2014J,subpage,,,3368
814280,DDD,2014J,oucollaborate,,,3369
814084,DDD,2014J,resource,,,3370
814312,DDD,2014J,url,,,3371
813944,DDD,2014J,subpage,,,3372
814116,DDD,2014J,resource,,,3373
967275,DDD,2014J,url,,,3374
813974,DDD,2014J,subpage,,,3375
814149,DDD,2014J,resource,,,3376
814006,DDD,2014J,subpage,,,3377
814184,DDD,2014J,resource,,,3378
814045,DDD,2014J,subpage,,,3379
814222,DDD,2014J,resource,,,3380
814080,DDD,2014J,resource,,,3381
814309,DDD,2014J,url,,,3382
813940,DDD,2014J,oucontent,,,3383
814112,DDD,2014J,resource,,,3384
952513,DDD,2014J,resource,,,3385
813971,DDD,2014J,subpage,,,3386
814146,DDD,2014J,resource,,,3387
814003,DDD,2014J,subpage,,,3388
814181,DDD,2014J,resource,,,3389
814036,DDD,2014J,subpage,,,3390
814042,DDD,2014J,subpage,,,3391
814219,DDD,2014J,resource,,,3392
814077,DDD,2014J,resource,,,3393
814306,DDD,2014J,url,,,3394
813936,DDD,2014J,oucontent,,,3395
814109,DDD,2014J,resource,,,3396
952510,DDD,2014J,resource,,,3397
813967,DDD,2014J,subpage,,,3398
814143,DDD,2014J,resource,,,3399
814000,DDD,2014J,subpage,,,3400
814178,DDD,2014J,resource,,,3401
814033,DDD,2014J,subpage,,,3402
814039,DDD,2014J,subpage,,,3403
814216,DDD,2014J,resource,,,3404
814074,DDD,2014J,resource,,,3405
814303,DDD,2014J,url,,,3406
813932,DDD,2014J,oucontent,,,3407
952507,DDD,2014J,subpage,,,3408
813964,DDD,2014J,subpage,,,3409
814140,DDD,2014J,resource,,,3410
813997,DDD,2014J,subpage,,,3411
814175,DDD,2014J,resource,,,3412
814029,DDD,2014J,subpage,,,3413
814212,DDD,2014J,resource,,,3414
814071,DDD,2014J,resource,,,3415
814300,DDD,2014J,url,,,3416
813711,DDD,2014J,glossary,,,3417
814105,DDD,2014J,resource,,,3418
813961,DDD,2014J,subpage,,,3419
814137,DDD,2014J,resource,,,3420
1072100,DDD,2014J,forumng,,,3421
813994,DDD,2014J,subpage,,,3422
814172,DDD,2014J,resource,,,3423
814026,DDD,2014J,subpage,,,3424
814208,DDD,2014J,resource,,,3425
814067,DDD,2014J,resource,,,3426
814297,DDD,2014J,url,,,3427
813708,DDD,2014J,forumng,,,3428
814102,DDD,2014J,resource,,,3429
924983,DDD,2014J,url,,,3430
813958,DDD,2014J,subpage,,,3431
814134,DDD,2014J,resource,,,3432
1046812,DDD,2014J,glossary,,,3433
813991,DDD,2014J,subpage,,,3434
814169,DDD,2014J,resource,,,3435
814023,DDD,2014J,subpage,,,3436
814204,DDD,2014J,resource,,,3437
814064,DDD,2014J,resource,,,3438
814294,DDD,2014J,url,,,3439
813704,DDD,2014J,externalquiz,,,3440
814099,DDD,2014J,resource,,,3441
924980,DDD,2014J,resource,,,3442
813955,DDD,2014J,subpage,,,3443
814131,DDD,2014J,resource,,,3444
1016377,DDD,2014J,resource,,,3445
813988,DDD,2014J,subpage,,,3446
814166,DDD,2014J,resource,,,3447
814020,DDD,2014J,subpage,,,3448
814201,DDD,2014J,resource,,,3449
814060,DDD,2014J,resource,,,3450
814291,DDD,2014J,url,,,3451
813701,DDD,2014J,homepage,,,3452
814096,DDD,2014J,resource,,,3453
814323,DDD,2014J,url,,,3454
813952,DDD,2014J,subpage,,,3455
814127,DDD,2014J,resource,,,3456
1016370,DDD,2014J,forumng,,,3457
813985,DDD,2014J,subpage,,,3458
814161,DDD,2014J,resource,,,3459
814017,DDD,2014J,subpage,,,3460
814198,DDD,2014J,resource,,,3461
814056,DDD,2014J,resource,,,3462
814288,DDD,2014J,url,,,3463
814093,DDD,2014J,resource,,,3464
814320,DDD,2014J,url,,,3465
813949,DDD,2014J,subpage,,,3466
814124,DDD,2014J,resource,,,3467
1006068,DDD,2014J,oucollaborate,,,3468
813982,DDD,2014J,subpage,,,3469
814158,DDD,2014J,resource,,,3470
814014,DDD,2014J,subpage,,,3471
814193,DDD,2014J,resource,,,3472
814053,DDD,2014J,resource,,,3473
814285,DDD,2014J,url,,,3474
814090,DDD,2014J,resource,,,3475
814317,DDD,2014J,url,,,3476
814121,DDD,2014J,resource,,,3477
1006064,DDD,2014J,externalquiz,,,3478
813979,DDD,2014J,subpage,,,3479
814154,DDD,2014J,resource,,,3480
814011,DDD,2014J,subpage,,,3481
814189,DDD,2014J,resource,,,3482
814050,DDD,2014J,subpage,,,3483
814282,DDD,2014J,url,,,3484
814087,DDD,2014J,resource,,,3485
814314,DDD,2014J,url,,,3486
813946,DDD,2014J,subpage,,,3487
814118,DDD,2014J,resource,,,3488
985360,DDD,2014J,resource,,,3489
813976,DDD,2014J,subpage,,,3490
814151,DDD,2014J,resource,,,3491
814008,DDD,2014J,subpage,,,3492
814186,DDD,2014J,resource,,,3493
814047,DDD,2014J,subpage,,,3494
814279,DDD,2014J,oucollaborate,,,3495
814083,DDD,2014J,resource,,,3496
814311,DDD,2014J,url,,,3497
813943,DDD,2014J,ouwiki,,,3498
814115,DDD,2014J,resource,,,3499
967274,DDD,2014J,url,,,3500
813973,DDD,2014J,subpage,,,3501
814148,DDD,2014J,resource,,,3502
814005,DDD,2014J,subpage,,,3503
814183,DDD,2014J,resource,,,3504
814038,DDD,2014J,subpage,,,3505
814044,DDD,2014J,subpage,,,3506
814221,DDD,2014J,resource,,,3507
814079,DDD,2014J,resource,,,3508
814308,DDD,2014J,url,,,3509
813939,DDD,2014J,oucontent,,,3510
814111,DDD,2014J,resource,,,3511
952512,DDD,2014J,resource,,,3512
813969,DDD,2014J,subpage,,,3513
814145,DDD,2014J,resource,,,3514
814002,DDD,2014J,subpage,,,3515
814180,DDD,2014J,resource,,,3516
814035,DDD,2014J,subpage,,,3517
814041,DDD,2014J,subpage,,,3518
814218,DDD,2014J,resource,,,3519
814076,DDD,2014J,resource,,,3520
814305,DDD,2014J,url,,,3521
813935,DDD,2014J,oucontent,,,3522
952509,DDD,2014J,resource,,,3523
813966,DDD,2014J,subpage,,,3524
814142,DDD,2014J,resource,,,3525
813999,DDD,2014J,subpage,,,3526
814177,DDD,2014J,resource,,,3527
814032,DDD,2014J,subpage,,,3528
814215,DDD,2014J,resource,,,3529
814073,DDD,2014J,resource,,,3530
814302,DDD,2014J,url,,,3531
813931,DDD,2014J,oucontent,,,3532
814107,DDD,2014J,resource,,,3533
936982,DDD,2014J,resource,,,3534
813963,DDD,2014J,subpage,,,3535
814139,DDD,2014J,resource,,,3536
813996,DDD,2014J,subpage,,,3537
814174,DDD,2014J,resource,,,3538
814028,DDD,2014J,subpage,,,3539
814211,DDD,2014J,resource,,,3540
814070,DDD,2014J,resource,,,3541
814299,DDD,2014J,url,,,3542
813710,DDD,2014J,forumng,,,3543
814104,DDD,2014J,resource,,,3544
813960,DDD,2014J,subpage,,,3545
814136,DDD,2014J,resource,,,3546
1072099,DDD,2014J,forumng,,,3547
813993,DDD,2014J,subpage,,,3548
814171,DDD,2014J,resource,,,3549
814025,DDD,2014J,subpage,,,3550
814206,DDD,2014J,resource,,,3551
814066,DDD,2014J,resource,,,3552
814296,DDD,2014J,url,,,3553
813707,DDD,2014J,forumng,,,3554
814101,DDD,2014J,resource,,,3555
924982,DDD,2014J,resource,,,3556
813957,DDD,2014J,subpage,,,3557
814133,DDD,2014J,resource,,,3558
1016387,DDD,2014J,subpage,,,3559
813990,DDD,2014J,subpage,,,3560
814168,DDD,2014J,resource,,,3561
814022,DDD,2014J,subpage,,,3562
814203,DDD,2014J,resource,,,3563
814062,DDD,2014J,resource,,,3564
814293,DDD,2014J,url,,,3565
813703,DDD,2014J,externalquiz,,,3566
814098,DDD,2014J,resource,,,3567
924979,DDD,2014J,oucontent,,,3568
813954,DDD,2014J,subpage,,,3569
814129,DDD,2014J,resource,,,3570
1016372,DDD,2014J,forumng,,,3571
813987,DDD,2014J,subpage,,,3572
814163,DDD,2014J,resource,,,3573
814019,DDD,2014J,subpage,,,3574
814200,DDD,2014J,resource,,,3575
814059,DDD,2014J,resource,,,3576
814290,DDD,2014J,url,,,3577
814095,DDD,2014J,resource,,,3578
814322,DDD,2014J,url,,,3579
813951,DDD,2014J,subpage,,,3580
814126,DDD,2014J,resource,,,3581
1012845,DDD,2014J,forumng,,,3582
813984,DDD,2014J,subpage,,,3583
814160,DDD,2014J,resource,,,3584
814016,DDD,2014J,subpage,,,3585
814196,DDD,2014J,resource,,,3586
814055,DDD,2014J,resource,,,3587
814287,DDD,2014J,url,,,3588
814092,DDD,2014J,resource,,,3589
814319,DDD,2014J,url,,,3590
814123,DDD,2014J,resource,,,3591
1006067,DDD,2014J,subpage,,,3592
813981,DDD,2014J,subpage,,,3593
814157,DDD,2014J,resource,,,3594
814013,DDD,2014J,subpage,,,3595
814192,DDD,2014J,resource,,,3596
814052,DDD,2014J,resource,,,3597
814284,DDD,2014J,url,,,3598
814089,DDD,2014J,resource,,,3599
814316,DDD,2014J,url,,,3600
813948,DDD,2014J,subpage,,,3601
814120,DDD,2014J,resource,,,3602
1004387,DDD,2014J,oucontent,,,3603
813978,DDD,2014J,subpage,,,3604
814153,DDD,2014J,resource,,,3605
814010,DDD,2014J,subpage,,,3606
814188,DDD,2014J,resource,,,3607
814049,DDD,2014J,subpage,,,3608
814281,DDD,2014J,url,,,3609
814086,DDD,2014J,resource,,,3610
814313,DDD,2014J,url,,,3611
813945,DDD,2014J,subpage,,,3612
814117,DDD,2014J,resource,,,3613
981690,DDD,2014J,externalquiz,,,3614
813975,DDD,2014J,subpage,,,3615
814150,DDD,2014J,resource,,,3616
814007,DDD,2014J,subpage,,,3617
814185,DDD,2014J,resource,,,3618
814046,DDD,2014J,subpage,,,3619
814278,DDD,2014J,oucollaborate,,,3620
814082,DDD,2014J,resource,,,3621
814310,DDD,2014J,url,,,3622
813941,DDD,2014J,oucontent,,,3623
814114,DDD,2014J,resource,,,3624
967273,DDD,2014J,subpage,,,3625
813972,DDD,2014J,subpage,,,3626
814147,DDD,2014J,resource,,,3627
814004,DDD,2014J,subpage,,,3628
814182,DDD,2014J,resource,,,3629
814037,DDD,2014J,subpage,,,3630
814043,DDD,2014J,subpage,,,3631
814220,DDD,2014J,resource,,,3632
814078,DDD,2014J,resource,,,3633
814307,DDD,2014J,url,,,3634
813937,DDD,2014J,oucontent,,,3635
814110,DDD,2014J,resource,,,3636
952511,DDD,2014J,resource,,,3637
813968,DDD,2014J,subpage,,,3638
814144,DDD,2014J,resource,,,3639
814001,DDD,2014J,subpage,,,3640
814179,DDD,2014J,resource,,,3641
814034,DDD,2014J,subpage,,,3642
814040,DDD,2014J,subpage,,,3643
814217,DDD,2014J,resource,,,3644
814075,DDD,2014J,resource,,,3645
814304,DDD,2014J,url,,,3646
813933,DDD,2014J,oucontent,0.0,0.0,3647
952508,DDD,2014J,resource,,,3648
813965,DDD,2014J,subpage,,,3649
814141,DDD,2014J,resource,,,3650
813998,DDD,2014J,subpage,,,3651
814176,DDD,2014J,resource,,,3652
814030,DDD,2014J,subpage,,,3653
814213,DDD,2014J,resource,,,3654
814072,DDD,2014J,resource,,,3655
814301,DDD,2014J,url,,,3656
813929,DDD,2014J,oucontent,,,3657
814106,DDD,2014J,resource,,,3658
936981,DDD,2014J,oucontent,,,3659
813962,DDD,2014J,subpage,,,3660
814138,DDD,2014J,resource,,,3661
813995,DDD,2014J,subpage,,,3662
814173,DDD,2014J,resource,,,3663
814027,DDD,2014J,subpage,,,3664
814210,DDD,2014J,resource,,,3665
814069,DDD,2014J,resource,,,3666
814298,DDD,2014J,url,,,3667
813709,DDD,2014J,forumng,,,3668
814103,DDD,2014J,resource,,,3669
813959,DDD,2014J,subpage,,,3670
814135,DDD,2014J,resource,,,3671
1072098,DDD,2014J,forumng,,,3672
813992,DDD,2014J,subpage,,,3673
814170,DDD,2014J,resource,,,3674
814024,DDD,2014J,subpage,,,3675
814205,DDD,2014J,resource,,,3676
814065,DDD,2014J,resource,,,3677
814295,DDD,2014J,url,,,3678
813706,DDD,2014J,forumng,,,3679
814100,DDD,2014J,resource,,,3680
924981,DDD,2014J,resource,,,3681
813956,DDD,2014J,subpage,,,3682
814132,DDD,2014J,resource,,,3683
1016378,DDD,2014J,resource,,,3684
813989,DDD,2014J,subpage,,,3685
814167,DDD,2014J,resource,,,3686
814021,DDD,2014J,subpage,,,3687
814202,DDD,2014J,resource,,,3688
814061,DDD,2014J,resource,,,3689
814292,DDD,2014J,url,,,3690
813702,DDD,2014J,externalquiz,,,3691
814097,DDD,2014J,resource,,,3692
924967,DDD,2014J,forumng,,,3693
551055,EEE,2013J,oucontent,,,3694
551126,EEE,2013J,resource,,,3695
551171,EEE,2013J,subpage,,,3696
551015,EEE,2013J,forumng,,,3697
551052,EEE,2013J,oucontent,22.0,22.0,3698
551123,EEE,2013J,resource,,,3699
551168,EEE,2013J,subpage,,,3700
551012,EEE,2013J,forumng,,,3701
551049,EEE,2013J,oucontent,,,3702
551120,EEE,2013J,resource,,,3703
551163,EEE,2013J,url,,,3704
551078,EEE,2013J,quiz,,,3705
551160,EEE,2013J,url,,,3706
551046,EEE,2013J,oucontent,,,3707
551075,EEE,2013J,page,,,3708
551148,EEE,2013J,resource,,,3709
551155,EEE,2013J,resource,,,3710
551043,EEE,2013J,oucontent,25.0,25.0,3711
551072,EEE,2013J,ouwiki,,,3712
551144,EEE,2013J,resource,,,3713
551151,EEE,2013J,resource,,,3714
551039,EEE,2013J,oucontent,19.0,19.0,3715
551069,EEE,2013J,oucontent,,,3716
551141,EEE,2013J,resource,,,3717
551036,EEE,2013J,oucontent,,,3718
551066,EEE,2013J,oucontent,2.0,2.0,3719
551137,EEE,2013J,resource,,,3720
551032,EEE,2013J,oucontent,13.0,13.0,3721
551063,EEE,2013J,oucontent,,,3722
551134,EEE,2013J,resource,,,3723
551028,EEE,2013J,oucontent,26.0,26.0,3724
551060,EEE,2013J,oucontent,10.0,10.0,3725
551131,EEE,2013J,resource,,,3726
551024,EEE,2013J,oucontent,7.0,7.0,3727
551057,EEE,2013J,oucontent,,,3728
551128,EEE,2013J,resource,,,3729
551173,EEE,2013J,subpage,,,3730
551020,EEE,2013J,oucontent,,,3731
551054,EEE,2013J,oucontent,,,3732
551125,EEE,2013J,resource,,,3733
551170,EEE,2013J,subpage,,,3734
551014,EEE,2013J,forumng,,,3735
551051,EEE,2013J,oucontent,,,3736
551122,EEE,2013J,resource,,,3737
551167,EEE,2013J,subpage,,,3738
551011,EEE,2013J,forumng,,,3739
551048,EEE,2013J,oucontent,3.0,3.0,3740
551119,EEE,2013J,resource,,,3741
551162,EEE,2013J,url,,,3742
551077,EEE,2013J,page,,,3743
551159,EEE,2013J,url,,,3744
551045,EEE,2013J,oucontent,6.0,6.0,3745
551074,EEE,2013J,page,,,3746
551147,EEE,2013J,resource,,,3747
551154,EEE,2013J,resource,,,3748
551041,EEE,2013J,oucontent,18.0,18.0,3749
551071,EEE,2013J,oucontent,,,3750
551143,EEE,2013J,resource,,,3751
551150,EEE,2013J,resource,,,3752
551038,EEE,2013J,oucontent,17.0,17.0,3753
551068,EEE,2013J,oucontent,14.0,14.0,3754
551140,EEE,2013J,resource,,,3755
551035,EEE,2013J,oucontent,23.0,23.0,3756
551065,EEE,2013J,oucontent,1.0,1.0,3757
551136,EEE,2013J,resource,,,3758
551031,EEE,2013J,oucontent,12.0,12.0,3759
551062,EEE,2013J,oucontent,27.0,27.0,3760
551133,EEE,2013J,resource,,,3761
551027,EEE,2013J,oucontent,9.0,9.0,3762
551059,EEE,2013J,oucontent,,,3763
551130,EEE,2013J,resource,,,3764
551177,EEE,2013J,dualpane,,,3765
551023,EEE,2013J,oucontent,,,3766
551056,EEE,2013J,oucontent,15.0,15.0,3767
551127,EEE,2013J,resource,,,3768
551172,EEE,2013J,subpage,,,3769
551019,EEE,2013J,oucontent,,,3770
551053,EEE,2013J,oucontent,1.0,1.0,3771
551124,EEE,2013J,resource,,,3772
551169,EEE,2013J,subpage,,,3773
551013,EEE,2013J,forumng,,,3774
551050,EEE,2013J,oucontent,5.0,5.0,3775
551121,EEE,2013J,resource,,,3776
551166,EEE,2013J,url,,,3777
551010,EEE,2013J,homepage,,,3778
551079,EEE,2013J,quiz,,,3779
551161,EEE,2013J,url,,,3780
551047,EEE,2013J,oucontent,,,3781
551076,EEE,2013J,page,,,3782
551149,EEE,2013J,resource,,,3783
551158,EEE,2013J,url,,,3784
551044,EEE,2013J,oucontent,,,3785
551073,EEE,2013J,ouwiki,,,3786
551145,EEE,2013J,resource,,,3787
551152,EEE,2013J,resource,,,3788
551040,EEE,2013J,oucontent,,,3789
551070,EEE,2013J,oucontent,11.0,11.0,3790
551142,EEE,2013J,resource,,,3791
551037,EEE,2013J,oucontent,24.0,24.0,3792
551067,EEE,2013J,oucontent,4.0,4.0,3793
551139,EEE,2013J,resource,,,3794
551033,EEE,2013J,oucontent,,,3795
551064,EEE,2013J,oucontent,,,3796
551135,EEE,2013J,resource,,,3797
551029,EEE,2013J,oucontent,,,3798
551061,EEE,2013J,oucontent,8.0,8.0,3799
551132,EEE,2013J,resource,,,3800
551026,EEE,2013J,oucontent,,,3801
551058,EEE,2013J,oucontent,,,3802
551129,EEE,2013J,resource,,,3803
551175,EEE,2013J,oucollaborate,,,3804
551021,EEE,2013J,oucontent,20.0,20.0,3805
790923,EEE,2014B,subpage,,,3806
790831,EEE,2014B,oucontent,,,3807
790873,EEE,2014B,resource,,,3808
790908,EEE,2014B,resource,,,3809
790828,EEE,2014B,oucontent,,,3810
790870,EEE,2014B,page,,,3811
790904,EEE,2014B,resource,,,3812
790825,EEE,2014B,oucontent,,,3813
790866,EEE,2014B,ouwiki,,,3814
790900,EEE,2014B,resource,,,3815
790822,EEE,2014B,oucontent,19.0,19.0,3816
790861,EEE,2014B,oucontent,14.0,14.0,3817
790896,EEE,2014B,resource,,,3818
790819,EEE,2014B,oucontent,9.0,9.0,3819
790854,EEE,2014B,oucontent,6.0,6.0,3820
790893,EEE,2014B,resource,,,3821
936763,EEE,2014B,url,,,3822
790815,EEE,2014B,oucontent,12.0,12.0,3823
790849,EEE,2014B,oucontent,,,3824
790890,EEE,2014B,resource,,,3825
924383,EEE,2014B,forumng,,,3826
790812,EEE,2014B,oucontent,15.0,15.0,3827
790846,EEE,2014B,oucontent,20.0,20.0,3828
790886,EEE,2014B,resource,,,3829
790939,EEE,2014B,oucollaborate,,,3830
790809,EEE,2014B,quiz,,,3831
790843,EEE,2014B,oucontent,24.0,24.0,3832
790936,EEE,2014B,url,,,3833
790739,EEE,2014B,forumng,,,3834
790839,EEE,2014B,oucontent,,,3835
790882,EEE,2014B,resource,,,3836
790932,EEE,2014B,url,,,3837
790732,EEE,2014B,homepage,,,3838
790836,EEE,2014B,oucontent,,,3839
790879,EEE,2014B,resource,,,3840
790925,EEE,2014B,subpage,,,3841
790833,EEE,2014B,oucontent,11.0,11.0,3842
790875,EEE,2014B,resource,,,3843
790922,EEE,2014B,subpage,,,3844
790830,EEE,2014B,oucontent,,,3845
790872,EEE,2014B,resource,,,3846
790907,EEE,2014B,resource,,,3847
790827,EEE,2014B,oucontent,,,3848
790869,EEE,2014B,page,,,3849
790903,EEE,2014B,resource,,,3850
790824,EEE,2014B,oucontent,5.0,5.0,3851
790863,EEE,2014B,ouwiki,,,3852
790899,EEE,2014B,resource,,,3853
790821,EEE,2014B,oucontent,18.0,18.0,3854
790856,EEE,2014B,oucontent,13.0,13.0,3855
790895,EEE,2014B,resource,,,3856
790818,EEE,2014B,oucontent,,,3857
790853,EEE,2014B,oucontent,3.0,3.0,3858
790892,EEE,2014B,resource,,,3859
924388,EEE,2014B,resource,,,3860
790814,EEE,2014B,oucontent,,,3861
790848,EEE,2014B,oucontent,10.0,10.0,3862
790888,EEE,2014B,resource,,,3863
790941,EEE,2014B,dualpane,,,3864
790811,EEE,2014B,oucontent,,,3865
790845,EEE,2014B,oucontent,17.0,17.0,3866
790938,EEE,2014B,url,,,3867
790808,EEE,2014B,quiz,,,3868
790842,EEE,2014B,oucontent,,,3869
790885,EEE,2014B,resource,,,3870
790934,EEE,2014B,url,,,3871
790738,EEE,2014B,forumng,,,3872
790838,EEE,2014B,oucontent,7.0,7.0,3873
790881,EEE,2014B,resource,,,3874
790927,EEE,2014B,subpage,,,3875
790835,EEE,2014B,oucontent,1.0,1.0,3876
790878,EEE,2014B,resource,,,3877
790924,EEE,2014B,subpage,,,3878
790832,EEE,2014B,oucontent,,,3879
790874,EEE,2014B,resource,,,3880
790921,EEE,2014B,subpage,,,3881
790829,EEE,2014B,oucontent,26.0,26.0,3882
790871,EEE,2014B,page,,,3883
790905,EEE,2014B,resource,,,3884
790826,EEE,2014B,oucontent,,,3885
790868,EEE,2014B,page,,,3886
790901,EEE,2014B,resource,,,3887
790823,EEE,2014B,oucontent,4.0,4.0,3888
790862,EEE,2014B,oucontent,,,3889
790897,EEE,2014B,resource,,,3890
790820,EEE,2014B,oucontent,2.0,2.0,3891
790855,EEE,2014B,oucontent,25.0,25.0,3892
790894,EEE,2014B,resource,,,3893
790816,EEE,2014B,oucontent,23.0,23.0,3894
790850,EEE,2014B,oucontent,,,3895
790891,EEE,2014B,resource,,,3896
924387,EEE,2014B,oucontent,,,3897
790813,EEE,2014B,oucontent,22.0,22.0,3898
790847,EEE,2014B,oucontent,,,3899
790887,EEE,2014B,resource,,,3900
790940,EEE,2014B,oucollaborate,,,3901
790810,EEE,2014B,oucontent,27.0,27.0,3902
790844,EEE,2014B,oucontent,,,3903
790937,EEE,2014B,url,,,3904
790740,EEE,2014B,forumng,,,3905
790841,EEE,2014B,oucontent,,,3906
790884,EEE,2014B,resource,,,3907
790933,EEE,2014B,url,,,3908
790737,EEE,2014B,forumng,,,3909
790837,EEE,2014B,oucontent,8.0,8.0,3910
790880,EEE,2014B,resource,,,3911
790926,EEE,2014B,subpage,,,3912
790834,EEE,2014B,oucontent,1.0,1.0,3913
790877,EEE,2014B,resource,,,3914
832664,EEE,2014J,oucontent,8.0,8.0,3915
832716,EEE,2014J,resource,,,3916
832754,EEE,2014J,resource,,,3917
832661,EEE,2014J,oucontent,5.0,5.0,3918
832712,EEE,2014J,quiz,,,3919
832751,EEE,2014J,resource,,,3920
832658,EEE,2014J,oucontent,2.0,2.0,3921
832708,EEE,2014J,page,,,3922
832748,EEE,2014J,resource,,,3923
1077905,EEE,2014J,url,,,3924
832655,EEE,2014J,oucontent,,,3925
832701,EEE,2014J,oucontent,23.0,23.0,3926
832745,EEE,2014J,resource,,,3927
1071060,EEE,2014J,forumng,,,3928
832649,EEE,2014J,oucontent,,,3929
832694,EEE,2014J,oucontent,21.0,21.0,3930
832742,EEE,2014J,resource,,,3931
973720,EEE,2014J,ouwiki,,,3932
832642,EEE,2014J,oucontent,,,3933
832687,EEE,2014J,oucontent,,,3934
832739,EEE,2014J,resource,,,3935
832783,EEE,2014J,url,,,3936
832638,EEE,2014J,oucontent,25.0,25.0,3937
832680,EEE,2014J,oucontent,18.0,18.0,3938
832736,EEE,2014J,resource,,,3939
832780,EEE,2014J,url,,,3940
832568,EEE,2014J,forumng,,,3941
832675,EEE,2014J,oucontent,,,3942
832733,EEE,2014J,resource,,,3943
832776,EEE,2014J,oucollaborate,,,3944
832565,EEE,2014J,homepage,,,3945
832672,EEE,2014J,oucontent,13.0,13.0,3946
832730,EEE,2014J,resource,,,3947
832763,EEE,2014J,subpage,,,3948
832669,EEE,2014J,oucontent,,,3949
832727,EEE,2014J,resource,,,3950
832760,EEE,2014J,subpage,,,3951
832666,EEE,2014J,oucontent,9.0,9.0,3952
832718,EEE,2014J,resource,,,3953
832756,EEE,2014J,resource,,,3954
832663,EEE,2014J,oucontent,10.0,10.0,3955
832715,EEE,2014J,resource,,,3956
832753,EEE,2014J,resource,,,3957
832660,EEE,2014J,oucontent,4.0,4.0,3958
832711,EEE,2014J,page,,,3959
832750,EEE,2014J,resource,,,3960
832657,EEE,2014J,oucontent,1.0,1.0,3961
832706,EEE,2014J,ouwiki,,,3962
832747,EEE,2014J,resource,,,3963
