src,dst,score
12998,21,78.0
12999,21,78.0
13001,21,82.0
13003,21,80.0
13004,21,63.0
13006,21,89.0
13008,21,82.0
13009,21,77.0
13011,21,64.0
13012,21,77.0
13013,21,70.0
13014,21,16.0
13015,21,88.0
13016,21,84.0
13017,21,80.0
13018,21,87.0
13019,21,78.0
13020,21,65.0
13021,21,92.0
13022,21,80.0
13023,21,91.0
13025,21,64.0
13026,21,72.0
13028,21,56.0
13029,21,62.0
13030,21,85.0
13032,21,62.0
13033,21,65.0
13035,21,78.0
8809,21,59.0
13038,21,70.0
13039,21,79.0
13041,21,79.0
8815,21,78.0
8816,21,78.0
13042,21,36.0
13043,21,75.0
13044,21,75.0
13045,21,55.0
13046,21,75.0
13047,21,88.0
13048,21,57.0
13049,21,69.0
13050,21,39.0
13051,21,56.0
13053,21,38.0
13054,21,82.0
13055,21,81.0
13056,21,84.0
13057,21,92.0
13058,21,66.0
13059,21,78.0
13060,21,88.0
13061,21,87.0
13062,21,10.0
8834,21,91.0
13063,21,61.0
13064,21,15.0
13065,21,23.0
13066,21,80.0
13067,21,88.0
13068,21,63.0
13072,21,79.0
13073,21,87.0
13074,21,81.0
13075,21,68.0
13077,21,93.0
13078,21,91.0
13079,21,89.0
13081,21,76.0
13082,21,91.0
13083,21,64.0
10721,21,96.0
8850,21,59.0
13086,21,79.0
13087,21,60.0
8856,21,78.0
10731,21,82.0
13089,21,69.0
13091,21,77.0
8863,21,87.0
13092,21,59.0
13093,21,91.0
13094,21,86.0
13095,21,52.0
13097,21,80.0
13098,21,48.0
13099,21,59.0
13102,21,79.0
13104,21,49.0
13105,21,40.0
13106,21,95.0
13108,21,79.0
13110,21,83.0
13111,21,91.0
13112,21,77.0
13113,21,74.0
13115,21,49.0
13116,21,43.0
13117,21,75.0
10759,21,83.0
13118,21,43.0
13120,21,74.0
13121,21,75.0
13122,21,93.0
8901,21,85.0
13124,21,90.0
13126,21,72.0
13127,21,53.0
13128,21,44.0
13129,21,93.0
13130,21,81.0
13132,21,53.0
13133,21,34.0
13135,21,75.0
13136,21,83.0
13137,21,59.0
13138,21,76.0
13139,21,74.0
13140,21,91.0
13141,21,52.0
13142,21,76.0
8911,21,76.0
13143,21,84.0
13144,21,51.0
13145,21,44.0
13146,21,88.0
13147,21,87.0
13148,21,71.0
13149,21,87.0
8919,21,91.0
13150,21,62.0
13153,21,89.0
13154,21,61.0
13155,21,75.0
13156,21,68.0
13157,21,61.0
13158,21,95.0
13159,21,69.0
13160,21,62.0
13163,21,50.0
13164,21,67.0
13165,21,73.0
13166,21,76.0
13167,21,74.0
13168,21,61.0
13169,21,24.0
13170,21,17.0
13171,21,83.0
13172,21,76.0
13175,21,84.0
13176,21,9.0
13180,21,65.0
13181,21,71.0
13182,21,70.0
13183,21,87.0
13185,21,91.0
10829,21,77.0
13188,21,41.0
13189,21,76.0
13190,21,73.0
8955,21,88.0
13193,21,68.0
13194,21,35.0
13195,21,81.0
8961,21,81.0
13196,21,83.0
13197,21,99.0
13199,21,71.0
13200,21,84.0
13201,21,70.0
13202,21,66.0
13203,21,59.0
13204,21,71.0
13205,21,90.0
13206,21,78.0
13208,21,50.0
13209,21,64.0
13210,21,67.0
13211,21,87.0
13213,21,67.0
13214,21,83.0
13219,21,39.0
13220,21,92.0
13221,21,81.0
13222,21,83.0
13223,21,62.0
13224,21,38.0
13225,21,78.0
13226,21,61.0
13227,21,74.0
13229,21,54.0
13230,21,49.0
13232,21,85.0
13233,21,93.0
13234,21,46.0
13235,21,48.0
13236,21,69.0
8998,21,75.0
13238,21,73.0
13240,21,78.0
13241,21,84.0
13242,21,90.0
13243,21,63.0
13244,21,51.0
13246,21,73.0
13247,21,60.0
13251,21,77.0
13252,21,47.0
13256,21,73.0
13258,21,87.0
13259,21,66.0
13260,21,87.0
13261,21,76.0
13263,21,66.0
13264,21,75.0
9016,21,85.0
9018,21,77.0
13266,21,68.0
13271,21,78.0
13274,21,87.0
13275,21,10.0
9026,21,65.0
13278,21,41.0
9027,21,15.0
13279,21,90.0
13280,21,85.0
13281,21,42.0
13282,21,54.0
13284,21,45.0
13287,21,80.0
13288,21,53.0
9033,21,82.0
13289,21,53.0
13290,21,53.0
9034,21,89.0
13291,21,76.0
13292,21,84.0
13293,21,27.0
9036,21,90.0
13294,21,74.0
13295,21,78.0
13298,21,92.0
10894,21,68.0
13300,21,54.0
13302,21,79.0
13304,21,61.0
13305,21,55.0
13306,21,63.0
13307,21,51.0
13308,21,53.0
13309,21,17.0
13312,21,83.0
13313,21,90.0
13314,21,64.0
9043,21,72.0
13315,21,52.0
9044,21,91.0
13316,21,68.0
9045,21,83.0
9047,21,82.0
13317,21,59.0
13318,21,78.0
13320,21,78.0
13321,21,23.0
13322,21,71.0
9049,21,69.0
9051,21,90.0
13324,21,61.0
9053,21,84.0
13325,21,77.0
13326,21,54.0
1675,21,58.0
13330,21,92.0
13331,21,85.0
13332,21,73.0
13334,21,72.0
13335,21,51.0
13336,21,53.0
13337,21,58.0
13338,21,77.0
13340,21,75.0
9055,21,60.0
13342,21,97.0
13343,21,70.0
13344,21,76.0
13345,21,57.0
13346,21,73.0
1702,21,56.0
13348,21,46.0
1703,21,77.0
13349,21,75.0
13350,21,48.0
9061,21,91.0
10906,21,62.0
13351,21,28.0
13352,21,40.0
13353,21,66.0
13354,21,45.0
13356,21,77.0
13358,21,74.0
13359,21,32.0
13360,21,87.0
13361,21,81.0
10913,21,58.0
13362,21,81.0
13363,21,82.0
13364,21,60.0
13365,21,52.0
13366,21,24.0
13367,21,64.0
13368,21,73.0
13370,21,85.0
13375,21,62.0
13376,21,38.0
13377,21,78.0
13378,21,80.0
13379,21,38.0
13381,21,21.0
13382,21,69.0
13384,21,72.0
13385,21,73.0
13386,21,70.0
13388,21,89.0
13389,21,85.0
13390,21,78.0
13392,21,71.0
9077,21,74.0
13397,21,89.0
9081,21,92.0
13399,21,83.0
13400,21,9.0
13401,21,70.0
13402,21,81.0
13403,21,17.0
10927,21,49.0
13405,21,67.0
13406,21,85.0
10930,21,75.0
13408,21,66.0
13409,21,55.0
13410,21,69.0
13411,21,76.0
13412,21,93.0
13413,21,82.0
13414,21,83.0
13416,21,67.0
13417,21,62.0
9086,21,55.0
13419,21,58.0
13420,21,79.0
9087,21,83.0
13422,21,85.0
13423,21,82.0
13425,21,90.0
13426,21,71.0
13427,21,58.0
13429,21,43.0
13430,21,77.0
13431,21,70.0
9095,21,37.0
13434,21,81.0
13436,21,51.0
13437,21,81.0
13438,21,69.0
13441,21,61.0
13442,21,69.0
9100,21,88.0
13443,21,43.0
9101,21,91.0
13448,21,72.0
13450,21,49.0
13451,21,35.0
13452,21,88.0
13453,21,86.0
13454,21,85.0
13455,21,74.0
13456,21,64.0
13458,21,90.0
13459,21,77.0
13461,21,62.0
13462,21,80.0
13463,21,87.0
13465,21,67.0
13467,21,89.0
13468,21,81.0
13469,21,44.0
13470,21,86.0
13471,21,85.0
10947,21,84.0
13472,21,82.0
13473,21,84.0
13474,21,44.0
13475,21,77.0
13476,21,84.0
9108,21,78.0
13477,21,64.0
13478,21,44.0
13480,21,31.0
13481,21,41.0
9109,21,59.0
13483,21,78.0
13486,21,90.0
13487,21,78.0
13488,21,81.0
9111,21,86.0
13489,21,42.0
13490,21,84.0
13491,21,78.0
13492,21,66.0
13493,21,70.0
9115,21,82.0
13494,21,80.0
13495,21,59.0
13496,21,74.0
13499,21,51.0
9120,21,83.0
13501,21,86.0
13502,21,70.0
13503,21,80.0
13505,21,85.0
13506,21,73.0
13507,21,43.0
13509,21,81.0
13510,21,93.0
13511,21,92.0
13514,21,66.0
13516,21,78.0
13517,21,95.0
13518,21,84.0
9134,21,67.0
13519,21,69.0
13520,21,76.0
13521,21,77.0
13522,21,81.0
13523,21,78.0
13524,21,88.0
9137,21,59.0
10972,21,73.0
13527,21,77.0
13528,21,73.0
13529,21,61.0
13530,21,86.0
13532,21,0.0
13533,21,69.0
13534,21,70.0
13536,21,70.0
13537,21,74.0
13538,21,62.0
13539,21,66.0
13540,21,65.0
13542,21,88.0
13543,21,69.0
13544,21,77.0
13545,21,81.0
13546,21,74.0
9149,21,81.0
13547,21,56.0
13548,21,63.0
13549,21,79.0
13550,21,73.0
13551,21,87.0
13552,21,54.0
13553,21,76.0
13554,21,91.0
13555,21,83.0
13556,21,93.0
9151,21,92.0
13557,21,88.0
13559,21,83.0
13562,21,96.0
13563,21,89.0
13564,21,95.0
13565,21,78.0
9155,21,81.0
13566,21,91.0
13567,21,18.0
13568,21,79.0
13570,21,83.0
13572,21,76.0
13573,21,71.0
13574,21,38.0
13575,21,72.0
13576,21,56.0
13577,21,95.0
13579,21,97.0
13580,21,49.0
13581,21,58.0
13582,21,74.0
13583,21,54.0
13584,21,66.0
13585,21,87.0
13586,21,88.0
13587,21,87.0
13590,21,77.0
13591,21,95.0
13592,21,59.0
13593,21,87.0
13594,21,66.0
13596,21,67.0
10989,21,67.0
13597,21,55.0
13598,21,85.0
13600,21,67.0
13601,21,86.0
13602,21,28.0
13603,21,93.0
9165,21,80.0
13606,21,67.0
9166,21,70.0
13607,21,71.0
13609,21,87.0
13611,21,93.0
13612,21,46.0
13613,21,51.0
13614,21,89.0
13615,21,70.0
9168,21,86.0
13616,21,59.0
13617,21,76.0
10994,21,77.0
9169,21,90.0
13618,21,42.0
13621,21,87.0
13622,21,47.0
13623,21,43.0
13624,21,88.0
9173,21,70.0
13626,21,90.0
13627,21,69.0
13628,21,79.0
9174,21,96.0
13629,21,72.0
13630,21,84.0
13632,21,96.0
13634,21,77.0
13635,21,77.0
13636,21,83.0
11009,21,36.0
13637,21,66.0
13639,21,94.0
13640,21,68.0
13642,21,43.0
13643,21,91.0
12424,21,69.0
10107,21,84.0
13646,21,90.0
13647,21,73.0
10115,21,81.0
13648,21,82.0
13649,21,90.0
13650,21,69.0
13651,21,78.0
13652,21,76.0
13653,21,79.0
13654,21,84.0
10124,21,69.0
13655,21,94.0
13656,21,62.0
13657,21,71.0
13658,21,84.0
13660,21,77.0
13661,21,78.0
13662,21,90.0
13663,21,65.0
13664,21,65.0
13665,21,79.0
13666,21,52.0
13667,21,90.0
13668,21,71.0
13670,21,80.0
13671,21,85.0
13672,21,72.0
13673,21,55.0
13679,21,68.0
13680,21,15.0
13681,21,42.0
13682,21,71.0
10171,21,81.0
13684,21,58.0
13687,21,53.0
10181,21,87.0
13688,21,88.0
13689,21,70.0
13690,21,92.0
13691,21,81.0
13692,21,82.0
13693,21,79.0
12509,21,86.0
13694,21,58.0
13696,21,66.0
13697,21,55.0
10195,21,90.0
13699,21,86.0
13700,21,80.0
10200,21,88.0
13701,21,75.0
13702,21,52.0
13703,21,80.0
13704,21,70.0
13706,21,82.0
13707,21,71.0
13708,21,70.0
13710,21,80.0
13711,21,94.0
13714,21,96.0
13715,21,84.0
13717,21,81.0
13718,21,74.0
13720,21,86.0
13721,21,87.0
13722,21,42.0
13723,21,65.0
13725,21,96.0
13729,21,64.0
13731,21,98.0
13732,21,74.0
13733,21,67.0
13734,21,66.0
13735,21,49.0
13737,21,82.0
13738,21,44.0
13739,21,74.0
13740,21,78.0
13742,21,74.0
13743,21,91.0
12573,21,64.0
13744,21,73.0
13745,21,87.0
13746,21,69.0
13747,21,93.0
13748,21,62.0
13749,21,56.0
13750,21,81.0
13751,21,81.0
13752,21,52.0
13753,21,74.0
13754,21,74.0
13755,21,79.0
13756,21,68.0
13757,21,79.0
13758,21,96.0
13759,21,53.0
10274,21,54.0
13761,21,80.0
13762,21,68.0
13763,21,76.0
13764,21,82.0
13765,21,71.0
13766,21,62.0
13767,21,90.0
13768,21,71.0
13770,21,77.0
13771,21,88.0
13773,21,28.0
13774,21,87.0
13776,21,72.0
13777,21,89.0
13778,21,58.0
13779,21,76.0
13780,21,69.0
10283,21,91.0
13782,21,64.0
13783,21,68.0
13784,21,81.0
13785,21,82.0
12608,21,39.0
13786,21,91.0
13787,21,71.0
13788,21,81.0
13790,21,90.0
13791,21,87.0
13792,21,54.0
13795,21,66.0
13797,21,84.0
13798,21,62.0
13799,21,69.0
13800,21,56.0
13801,21,67.0
13802,21,51.0
13804,21,68.0
13805,21,70.0
13806,21,87.0
13807,21,74.0
13808,21,98.0
13809,21,27.0
13810,21,73.0
13811,21,64.0
13814,21,78.0
13817,21,66.0
13818,21,38.0
13819,21,53.0
13820,21,73.0
13822,21,80.0
13824,21,44.0
13825,21,91.0
13826,21,95.0
13827,21,75.0
13828,21,84.0
13831,21,90.0
10336,21,79.0
13832,21,70.0
13833,21,77.0
13834,21,91.0
13639,22,97.0
13640,22,55.0
13643,22,92.0
12424,22,65.0
10107,22,76.0
13646,22,84.0
10115,22,86.0
13648,22,84.0
13649,22,96.0
13650,22,84.0
13651,22,61.0
13653,22,87.0
13654,22,83.0
10124,22,77.0
13655,22,88.0
13656,22,36.0
13657,22,62.0
13660,22,73.0
13661,22,88.0
13663,22,51.0
13664,22,34.0
13665,22,80.0
13666,22,32.0
13667,22,81.0
13668,22,68.0
13670,22,91.0
13671,22,91.0
13672,22,90.0
13673,22,75.0
13679,22,83.0
13680,22,57.0
10171,22,82.0
13684,22,63.0
13687,22,81.0
10181,22,92.0
13688,22,62.0
13689,22,47.0
13690,22,84.0
13691,22,87.0
13693,22,96.0
12509,22,81.0
13694,22,63.0
13696,22,40.0
13697,22,57.0
10195,22,94.0
13699,22,67.0
13700,22,17.0
10200,22,90.0
13701,22,78.0
13702,22,48.0
13703,22,78.0
13704,22,70.0
13707,22,65.0
13708,22,68.0
13710,22,86.0
13711,22,78.0
13714,22,87.0
13715,22,77.0
13717,22,65.0
13718,22,85.0
13720,22,95.0
13721,22,80.0
13723,22,83.0
13725,22,95.0
13726,22,66.0
13729,22,69.0
13731,22,91.0
13732,22,38.0
13734,22,78.0
13737,22,61.0
13738,22,72.0
13739,22,72.0
13740,22,72.0
13742,22,86.0
13743,22,71.0
12573,22,73.0
13744,22,75.0
13745,22,88.0
13746,22,77.0
13747,22,93.0
13748,22,64.0
13750,22,93.0
13751,22,64.0
13752,22,59.0
13754,22,81.0
13755,22,74.0
13756,22,95.0
13757,22,78.0
13758,22,85.0
13759,22,50.0
10274,22,68.0
13761,22,72.0
13762,22,80.0
13763,22,82.0
13764,22,91.0
13765,22,59.0
13766,22,51.0
13767,22,75.0
13768,22,87.0
13770,22,66.0
13771,22,85.0
13773,22,20.0
13774,22,85.0
13777,22,91.0
13778,22,71.0
13780,22,72.0
10283,22,75.0
13782,22,70.0
13783,22,69.0
13784,22,77.0
13785,22,80.0
12608,22,36.0
13786,22,89.0
13787,22,74.0
13788,22,73.0
13790,22,89.0
13791,22,63.0
13792,22,38.0
13795,22,66.0
13797,22,87.0
13798,22,46.0
13799,22,57.0
13800,22,57.0
13801,22,64.0
13802,22,36.0
13804,22,61.0
13805,22,85.0
13806,22,83.0
13807,22,59.0
13808,22,97.0
13810,22,68.0
13813,22,48.0
13814,22,81.0
13817,22,57.0
13818,22,56.0
13820,22,50.0
13822,22,70.0
13824,22,39.0
13825,22,95.0
13826,22,98.0
13827,22,72.0
13828,22,78.0
13831,22,86.0
10336,22,71.0
13832,22,37.0
13833,22,75.0
13834,22,89.0
12655,22,86.0
12656,22,83.0
8410,22,46.0
12657,22,70.0
12658,22,61.0
12662,22,76.0
12663,22,80.0
12664,22,52.0
12665,22,55.0
12666,22,48.0
12669,22,89.0
12670,22,67.0
8436,22,61.0
12671,22,78.0
12672,22,82.0
12674,22,53.0
12675,22,72.0
12678,22,77.0
12680,22,79.0
12683,22,18.0
12685,22,86.0
12686,22,55.0
12688,22,26.0
12690,22,61.0
12693,22,72.0
12696,22,77.0
8465,22,92.0
8470,22,79.0
12699,22,73.0
12700,22,81.0
12701,22,87.0
12704,22,63.0
12706,22,73.0
12708,22,84.0
12711,22,71.0
12712,22,55.0
12713,22,70.0
12714,22,90.0
10415,22,76.0
12717,22,41.0
8489,22,39.0
12718,22,89.0
12719,22,95.0
12720,22,70.0
12722,22,44.0
12724,22,84.0
8494,22,80.0
8496,22,67.0
12725,22,72.0
12726,22,67.0
12727,22,70.0
12728,22,61.0
12729,22,92.0
12731,22,93.0
12732,22,89.0
12733,22,76.0
12734,22,83.0
12735,22,64.0
12736,22,62.0
12737,22,51.0
12740,22,63.0
12741,22,77.0
12742,22,70.0
12745,22,48.0
12747,22,15.0
12750,22,91.0
12751,22,85.0
12752,22,86.0
12755,22,55.0
12756,22,76.0
12757,22,86.0
8538,22,84.0
12758,22,84.0
12759,22,85.0
2596,22,47.0
12762,22,67.0
8541,22,77.0
12763,22,63.0
12764,22,88.0
12766,22,58.0
12767,22,61.0
12769,22,73.0
12770,22,81.0
12771,22,85.0
12772,22,55.0
12773,22,95.0
12774,22,89.0
12775,22,80.0
12776,22,76.0
12777,22,81.0
12778,22,66.0
12779,22,71.0
12780,22,74.0
12783,22,77.0
12785,22,94.0
12786,22,49.0
12788,22,68.0
12789,22,78.0
12790,22,90.0
8575,22,84.0
12795,22,90.0
12797,22,80.0
12798,22,74.0
8584,22,67.0
10471,22,78.0
12803,22,96.0
8588,22,67.0
12804,22,46.0
12805,22,96.0
12806,22,68.0
12807,22,87.0
12809,22,42.0
8596,22,89.0
12812,22,83.0
12813,22,56.0
12814,22,25.0
12816,22,55.0
12818,22,79.0
12819,22,64.0
12821,22,38.0
12822,22,69.0
12823,22,95.0
12827,22,87.0
12829,22,80.0
12830,22,83.0
12831,22,57.0
12834,22,81.0
12836,22,49.0
12838,22,52.0
12839,22,17.0
12840,22,70.0
12841,22,71.0
12843,22,64.0
12845,22,83.0
12848,22,69.0
12849,22,66.0
12850,22,90.0
12852,22,56.0
12853,22,65.0
12855,22,47.0
8638,22,69.0
12860,22,42.0
12861,22,67.0
12862,22,71.0
12863,22,71.0
12864,22,50.0
12866,22,95.0
12868,22,68.0
12869,22,70.0
12870,22,91.0
8649,22,86.0
12871,22,29.0
12872,22,92.0
12873,22,0.0
8663,22,80.0
12875,22,94.0
12876,22,81.0
12877,22,9.0
12878,22,94.0
12879,22,77.0
12880,22,70.0
12881,22,84.0
12883,22,85.0
12885,22,92.0
12886,22,77.0
8676,22,58.0
12888,22,64.0
8682,22,76.0
12889,22,79.0
12890,22,74.0
12891,22,85.0
12892,22,45.0
12893,22,75.0
12894,22,90.0
12895,22,89.0
12896,22,84.0
12898,22,90.0
12899,22,44.0
12900,22,64.0
12901,22,46.0
12904,22,96.0
12905,22,89.0
8701,22,86.0
12908,22,85.0
12909,22,72.0
12910,22,77.0
12911,22,81.0
12912,22,94.0
12913,22,53.0
12917,22,54.0
12918,22,83.0
8715,22,88.0
12920,22,85.0
12921,22,45.0
12922,22,90.0
12924,22,0.0
12925,22,47.0
12926,22,88.0
12927,22,45.0
10597,22,87.0
12928,22,92.0
12929,22,74.0
12930,22,74.0
12931,22,57.0
12932,22,46.0
12934,22,32.0
12935,22,87.0
12936,22,84.0
8734,22,98.0
12938,22,64.0
12940,22,58.0
12941,22,80.0
12942,22,56.0
12943,22,71.0
12944,22,72.0
12945,22,83.0
12946,22,63.0
12948,22,98.0
12949,22,77.0
8750,22,87.0
12953,22,41.0
12955,22,22.0
12957,22,89.0
12958,22,69.0
12959,22,72.0
12960,22,85.0
12961,22,28.0
12962,22,81.0
12964,22,67.0
12965,22,50.0
12967,22,62.0
12968,22,82.0
12971,22,80.0
12972,22,93.0
12973,22,78.0
12974,22,63.0
12975,22,90.0
12977,22,41.0
12978,22,80.0
12980,22,96.0
12982,22,71.0
12984,22,85.0
12986,22,58.0
12990,22,90.0
12992,22,61.0
12998,22,80.0
12999,22,94.0
13001,22,78.0
13003,22,77.0
13004,22,69.0
13006,22,85.0
13008,22,62.0
13009,22,85.0
13011,22,63.0
13012,22,90.0
13013,22,85.0
13014,22,34.0
13015,22,89.0
13016,22,74.0
13017,22,76.0
13018,22,85.0
13019,22,84.0
13021,22,94.0
13022,22,68.0
13023,22,71.0
13025,22,83.0
13026,22,77.0
13028,22,36.0
13029,22,72.0
13032,22,67.0
13033,22,66.0
13035,22,88.0
8809,22,65.0
13039,22,79.0
13041,22,61.0
8815,22,80.0
8816,22,95.0
13042,22,30.0
13043,22,84.0
13044,22,61.0
13045,22,83.0
13046,22,69.0
13047,22,88.0
13048,22,5.0
13049,22,56.0
13050,22,78.0
13051,22,74.0
13053,22,32.0
13054,22,84.0
13055,22,89.0
13057,22,79.0
13058,22,67.0
13059,22,80.0
13060,22,94.0
13061,22,88.0
8834,22,89.0
13063,22,55.0
13065,22,18.0
13066,22,81.0
13067,22,78.0
13068,22,66.0
13072,22,89.0
13073,22,84.0
13074,22,78.0
13075,22,77.0
13077,22,94.0
13078,22,85.0
13079,22,85.0
13081,22,73.0
13082,22,84.0
13083,22,61.0
10721,22,91.0
13086,22,90.0
13087,22,75.0
8856,22,90.0
10731,22,97.0
13089,22,88.0
13091,22,78.0
8863,22,64.0
13093,22,86.0
13094,22,90.0
13095,22,57.0
13097,22,70.0
13099,22,69.0
13102,22,89.0
13104,22,55.0
13106,22,83.0
13108,22,51.0
13110,22,86.0
13111,22,86.0
13112,22,92.0
13113,22,80.0
13115,22,57.0
13116,22,50.0
13117,22,70.0
10759,22,73.0
13118,22,50.0
13120,22,75.0
13121,22,71.0
13122,22,94.0
8901,22,93.0
13124,22,75.0
13126,22,76.0
13127,22,40.0
13128,22,74.0
13129,22,86.0
13130,22,81.0
13132,22,69.0
13135,22,83.0
13136,22,53.0
13137,22,67.0
13138,22,88.0
13139,22,81.0
13140,22,90.0
13141,22,65.0
13142,22,91.0
8911,22,42.0
13143,22,88.0
13144,22,61.0
13146,22,86.0
13147,22,82.0
13148,22,72.0
13149,22,88.0
8919,22,92.0
13150,22,72.0
13153,22,91.0
13154,22,42.0
13155,22,81.0
13156,22,71.0
13157,22,79.0
13158,22,98.0
13160,22,60.0
13163,22,65.0
13164,22,73.0
13165,22,80.0
13166,22,63.0
13167,22,81.0
13168,22,71.0
13169,22,76.0
13170,22,6.0
13171,22,72.0
13172,22,56.0
13175,22,80.0
13176,22,45.0
13182,22,61.0
13183,22,69.0
13185,22,80.0
10829,22,81.0
13187,22,46.0
13188,22,66.0
13190,22,67.0
8955,22,96.0
13193,22,49.0
13194,22,30.0
13195,22,90.0
8961,22,88.0
13196,22,81.0
13197,22,92.0
13199,22,75.0
13200,22,76.0
13201,22,71.0
13202,22,79.0
13203,22,72.0
13204,22,88.0
13205,22,98.0
13206,22,77.0
13208,22,48.0
13209,22,55.0
13210,22,73.0
13211,22,87.0
13213,22,66.0
13214,22,88.0
13218,22,56.0
13220,22,75.0
13221,22,95.0
13222,22,66.0
13223,22,52.0
13224,22,50.0
13225,22,69.0
13226,22,59.0
13227,22,73.0
13229,22,52.0
13230,22,79.0
13232,22,95.0
13233,22,78.0
13234,22,53.0
13236,22,77.0
8998,22,86.0
13238,22,88.0
13240,22,71.0
13242,22,99.0
13243,22,45.0
13244,22,60.0
13246,22,59.0
13251,22,66.0
13252,22,45.0
13256,22,83.0
13258,22,89.0
13259,22,53.0
13260,22,91.0
13261,22,64.0
13263,22,78.0
13264,22,90.0
9016,22,83.0
9018,22,48.0
13266,22,72.0
13271,22,78.0
13274,22,85.0
13275,22,39.0
9026,22,63.0
13278,22,56.0
9027,22,19.0
13279,22,90.0
13282,22,59.0
13284,22,71.0
13287,22,77.0
13288,22,70.0
9033,22,71.0
13289,22,72.0
13290,22,67.0
9034,22,88.0
13291,22,63.0
13292,22,86.0
9036,22,87.0
13294,22,57.0
13295,22,75.0
13298,22,97.0
10894,22,76.0
13300,22,68.0
13302,22,74.0
13304,22,60.0
13305,22,58.0
13306,22,70.0
13308,22,51.0
13309,22,0.0
13312,22,89.0
13313,22,88.0
13314,22,80.0
9043,22,87.0
9044,22,94.0
13316,22,68.0
9045,22,82.0
9047,22,32.0
13317,22,63.0
13318,22,86.0
13320,22,73.0
13321,22,52.0
9049,22,66.0
9051,22,92.0
13324,22,65.0
9053,22,88.0
13325,22,62.0
13326,22,43.0
13327,22,9.0
1675,22,34.0
13330,22,97.0
13331,22,80.0
13332,22,67.0
13334,22,73.0
13335,22,59.0
13336,22,58.0
13337,22,48.0
13338,22,78.0
13340,22,69.0
9055,22,59.0
13342,22,89.0
13343,22,61.0
13344,22,62.0
13345,22,78.0
13346,22,69.0
13348,22,19.0
1703,22,54.0
13349,22,86.0
13350,22,60.0
9061,22,85.0
10906,22,89.0
13351,22,57.0
13352,22,18.0
13353,22,77.0
13355,22,53.0
13356,22,43.0
13358,22,72.0
13359,22,34.0
13360,22,75.0
13361,22,61.0
10913,22,63.0
13363,22,85.0
13364,22,42.0
13365,22,43.0
13366,22,34.0
13367,22,76.0
13368,22,86.0
13370,22,93.0
13375,22,67.0
13377,22,69.0
13378,22,83.0
13381,22,29.0
13382,22,81.0
13384,22,76.0
13385,22,58.0
13386,22,78.0
13388,22,90.0
13389,22,79.0
13390,22,88.0
13392,22,78.0
9077,22,73.0
13397,22,67.0
9081,22,94.0
13401,22,21.0
13402,22,75.0
13403,22,53.0
10927,22,44.0
13405,22,69.0
13406,22,59.0
10930,22,55.0
13408,22,65.0
13409,22,56.0
13410,22,83.0
13411,22,88.0
13412,22,97.0
13413,22,89.0
13414,22,84.0
13415,22,34.0
9086,22,54.0
13419,22,52.0
13420,22,65.0
9087,22,86.0
13422,22,86.0
13423,22,89.0
13425,22,90.0
13426,22,69.0
13427,22,52.0
13429,22,67.0
13430,22,73.0
13431,22,56.0
9095,22,68.0
13434,22,65.0
13436,22,58.0
13437,22,77.0
13438,22,73.0
13441,22,76.0
13442,22,76.0
9100,22,85.0
9101,22,87.0
13448,22,70.0
13450,22,79.0
13452,22,91.0
13453,22,91.0
13454,22,88.0
13455,22,76.0
13456,22,59.0
13458,22,90.0
13459,22,65.0
13462,22,66.0
13463,22,90.0
13465,22,67.0
13467,22,79.0
13468,22,74.0
13469,22,42.0
13470,22,95.0
13471,22,83.0
10947,22,77.0
13472,22,62.0
13473,22,89.0
13474,22,49.0
13475,22,82.0
13476,22,84.0
9108,22,73.0
13477,22,68.0
13480,22,9.0
13483,22,87.0
13485,22,82.0
13486,22,94.0
13487,22,83.0
13488,22,92.0
9111,22,85.0
13490,22,91.0
13491,22,65.0
13492,22,65.0
13493,22,67.0
9115,22,96.0
13494,22,79.0
13495,22,64.0
13496,22,73.0
9120,22,90.0
13501,22,71.0
13502,22,85.0
13503,22,86.0
13505,22,84.0
13506,22,24.0
13507,22,52.0
13509,22,78.0
13510,22,89.0
13511,22,90.0
13514,22,70.0
13516,22,71.0
13517,22,76.0
13518,22,81.0
9134,22,85.0
13519,22,85.0
13520,22,78.0
13521,22,82.0
13522,22,76.0
13523,22,80.0
13524,22,81.0
9137,22,55.0
10972,22,55.0
13527,22,82.0
13528,22,66.0
13529,22,65.0
13530,22,92.0
13533,22,30.0
13534,22,49.0
13536,22,64.0
13538,22,85.0
13539,22,40.0
13540,22,31.0
13543,22,83.0
13545,22,88.0
13546,22,75.0
9149,22,73.0
13547,22,51.0
13548,22,48.0
13549,22,63.0
13551,22,87.0
13553,22,62.0
13554,22,86.0
13555,22,78.0
13556,22,85.0
9151,22,95.0
13557,22,75.0
13559,22,75.0
13562,22,92.0
13563,22,82.0
13564,22,89.0
13565,22,80.0
9155,22,93.0
13566,22,88.0
13568,22,79.0
13570,22,60.0
13572,22,71.0
13573,22,80.0
13575,22,55.0
13577,22,97.0
13579,22,87.0
13580,22,65.0
13581,22,41.0
13582,22,76.0
13583,22,59.0
13584,22,93.0
13585,22,72.0
13586,22,82.0
13587,22,86.0
13590,22,75.0
13591,22,86.0
13592,22,61.0
13593,22,85.0
13594,22,11.0
13596,22,82.0
10989,22,54.0
13597,22,67.0
13598,22,85.0
13600,22,66.0
