id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,node_idx
240486,M,South Region,A Level or Equivalent,80-90%,35-55,0,60,N,10439
242636,M,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,120,N,10440
243358,F,Scotland,A Level or Equivalent,40-50%,0-35,0,90,N,10441
244738,M,London Region,A Level or Equivalent,40-50%,0-35,0,60,N,10442
245600,M,North Region,A Level or Equivalent,,0-35,0,120,N,10443
246829,M,Yorkshire Region,A Level or Equivalent,20-30%,0-35,0,90,N,10444
247304,F,East Anglian Region,HE Qualification,60-70%,0-35,0,60,N,10445
248818,M,South West Region,Lower Than A Level,60-70%,0-35,0,60,N,10446
253013,F,East Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,10447
253496,M,Wales,Lower Than A Level,0-10%,0-35,0,60,N,10448
256680,F,South Region,A Level or Equivalent,60-70%,0-35,0,60,Y,10449
256867,M,Yorkshire Region,A Level or Equivalent,80-90%,35-55,0,60,N,10450
257887,M,Ireland,HE Qualification,,0-35,0,60,N,10451
258042,F,South East Region,HE Qualification,60-70%,35-55,0,30,N,10452
259641,M,North Region,A Level or Equivalent,,35-55,0,120,N,10453
261160,F,Wales,Lower Than A Level,20-30%,35-55,0,150,N,10454
262385,F,East Anglian Region,Lower Than A Level,20-30%,0-35,0,60,N,10455
263150,F,London Region,A Level or Equivalent,40-50%,0-35,0,60,N,10456
264151,M,Scotland,A Level or Equivalent,50-60%,35-55,0,60,N,10457
264715,F,South Region,A Level or Equivalent,20-30%,35-55,0,60,N,10458
264723,M,East Midlands Region,Lower Than A Level,0-10%,0-35,0,90,N,10459
264845,F,West Midlands Region,HE Qualification,60-70%,55<=,0,30,N,10460
266097,M,London Region,Lower Than A Level,40-50%,35-55,0,30,N,10461
267619,M,Yorkshire Region,Lower Than A Level,10-20,35-55,0,90,N,10462
269388,F,Scotland,HE Qualification,30-40%,0-35,0,90,N,10463
271526,M,South Region,HE Qualification,80-90%,35-55,0,60,N,10464
275297,M,North Region,HE Qualification,,0-35,0,120,N,10465
275711,M,North Western Region,Lower Than A Level,10-20,0-35,0,80,N,10466
275882,M,South East Region,A Level or Equivalent,80-90%,35-55,0,60,N,10467
278413,M,London Region,HE Qualification,0-10%,35-55,0,30,N,10468
278600,M,North Western Region,A Level or Equivalent,60-70%,0-35,0,90,N,10469
279879,F,Scotland,HE Qualification,70-80%,0-35,0,30,N,10470
283618,M,West Midlands Region,Lower Than A Level,90-100%,35-55,0,30,N,10471
284095,F,South West Region,HE Qualification,90-100%,0-35,0,120,N,10472
284741,M,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,120,N,10473
285412,M,North Region,Lower Than A Level,30-40%,0-35,0,60,N,10474
285637,F,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,30,N,10475
286658,F,North Region,A Level or Equivalent,,35-55,0,90,N,10476
287897,F,East Midlands Region,Lower Than A Level,50-60%,0-35,0,120,Y,10477
290043,M,Scotland,A Level or Equivalent,50-60%,0-35,0,60,N,10478
291156,F,London Region,A Level or Equivalent,70-80%,0-35,0,90,N,10479
291674,F,West Midlands Region,A Level or Equivalent,10-20,0-35,0,30,N,10480
293162,M,Scotland,A Level or Equivalent,70-80%,0-35,0,90,N,10481
293321,M,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,120,N,10482
293686,M,South West Region,A Level or Equivalent,30-40%,0-35,0,30,N,10483
294112,M,Scotland,A Level or Equivalent,40-50%,0-35,0,150,N,10484
296222,M,South East Region,A Level or Equivalent,80-90%,0-35,0,90,N,10485
296725,F,Scotland,Post Graduate Qualification,50-60%,0-35,0,210,N,10486
297166,F,London Region,Lower Than A Level,10-20,35-55,0,60,N,10487
298777,M,North Western Region,A Level or Equivalent,40-50%,0-35,0,120,N,10488
301681,F,North Region,A Level or Equivalent,30-40%,0-35,0,60,N,10489
303218,M,Yorkshire Region,HE Qualification,40-50%,0-35,0,60,N,10490
305036,M,North Western Region,Lower Than A Level,50-60%,0-35,0,60,N,10491
306202,M,London Region,A Level or Equivalent,0-10%,0-35,0,120,N,10492
307297,M,South East Region,HE Qualification,60-70%,0-35,0,45,N,10493
307789,F,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,120,N,10494
308953,F,West Midlands Region,HE Qualification,20-30%,35-55,0,30,N,10495
310280,M,South West Region,Lower Than A Level,50-60%,0-35,1,60,N,10496
310765,M,Yorkshire Region,HE Qualification,40-50%,35-55,0,30,N,10497
311332,F,South West Region,Lower Than A Level,80-90%,35-55,0,30,N,10498
311862,M,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,10499
312061,M,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,N,10500
314956,M,South East Region,A Level or Equivalent,60-70%,0-35,0,60,N,10501
316091,M,South West Region,A Level or Equivalent,30-40%,0-35,0,30,N,10502
316454,F,North Western Region,Lower Than A Level,0-10%,0-35,0,120,Y,10503
317801,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,30,N,10504
319035,M,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,60,N,10505
319492,M,East Anglian Region,Lower Than A Level,60-70%,0-35,0,110,N,10506
322499,M,Scotland,A Level or Equivalent,90-100%,0-35,0,120,N,10507
322641,M,East Anglian Region,Lower Than A Level,70-80%,0-35,0,60,N,10508
322844,M,Ireland,A Level or Equivalent,40-50%,0-35,0,30,N,10509
322907,M,London Region,HE Qualification,30-40%,55<=,0,30,N,10510
324338,M,London Region,A Level or Equivalent,40-50%,0-35,0,120,N,10511
324440,F,London Region,Lower Than A Level,20-30%,0-35,0,90,N,10512
325518,M,West Midlands Region,Lower Than A Level,20-30%,0-35,0,60,N,10513
327057,M,South East Region,HE Qualification,50-60%,0-35,0,100,N,10514
328123,M,West Midlands Region,Lower Than A Level,0-10%,0-35,0,60,Y,10515
328674,F,East Anglian Region,Lower Than A Level,60-70%,0-35,0,90,N,10516
329455,M,London Region,Post Graduate Qualification,20-30%,35-55,0,60,N,10517
330453,M,South Region,Lower Than A Level,30-40%,35-55,0,60,N,10518
330952,M,North Western Region,Lower Than A Level,20-30%,35-55,0,270,N,10519
330966,M,South Region,HE Qualification,90-100%,35-55,0,30,N,10520
331622,M,East Midlands Region,Lower Than A Level,80-90%,0-35,0,150,N,10521
332436,M,South Region,Lower Than A Level,70-80%,0-35,0,60,N,10522
334154,M,West Midlands Region,A Level or Equivalent,10-20,0-35,0,30,N,10523
334225,F,North Western Region,Lower Than A Level,0-10%,0-35,0,90,N,10524
335401,M,South Region,Lower Than A Level,20-30%,35-55,0,30,N,10525
335405,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,60,N,10526
335914,F,Ireland,A Level or Equivalent,20-30%,0-35,0,30,N,10527
336014,M,Scotland,HE Qualification,80-90%,0-35,0,120,N,10528
336131,M,East Midlands Region,A Level or Equivalent,80-90%,0-35,0,60,N,10529
336772,M,South West Region,Lower Than A Level,80-90%,35-55,0,30,N,10530
338983,M,East Anglian Region,Lower Than A Level,20-30%,35-55,0,30,N,10531
339235,M,West Midlands Region,HE Qualification,70-80%,0-35,0,90,N,10532
339824,M,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,60,Y,10533
340010,F,North Western Region,Lower Than A Level,40-50%,0-35,0,30,N,10534
341361,M,London Region,HE Qualification,10-20,35-55,0,60,N,10535
342799,M,Wales,Lower Than A Level,0-10%,0-35,1,30,Y,10536
344740,M,London Region,Lower Than A Level,60-70%,35-55,0,90,N,10537
347809,F,Scotland,HE Qualification,10-20,0-35,0,60,N,10538
348351,M,East Midlands Region,Lower Than A Level,20-30%,0-35,0,60,N,10539
348783,M,North Western Region,A Level or Equivalent,50-60%,0-35,0,90,N,10540
348855,M,Scotland,Post Graduate Qualification,20-30%,35-55,0,60,N,10541
349093,M,North Western Region,HE Qualification,90-100%,35-55,0,60,N,10542
350267,F,South West Region,A Level or Equivalent,50-60%,0-35,0,130,N,10543
350929,F,London Region,A Level or Equivalent,40-50%,0-35,0,60,Y,10544
351903,M,North Western Region,HE Qualification,50-60%,0-35,0,30,N,10545
352637,M,London Region,A Level or Equivalent,20-30%,35-55,0,120,N,10546
354688,F,London Region,Lower Than A Level,60-70%,0-35,0,60,N,10547
355935,F,Yorkshire Region,A Level or Equivalent,60-70%,0-35,0,60,N,10548
356297,M,Wales,Lower Than A Level,0-10%,35-55,0,60,N,10549
357820,M,North Region,A Level or Equivalent,10-20,0-35,0,120,N,10550
358578,F,South Region,Lower Than A Level,30-40%,0-35,0,90,N,10551
359657,M,North Western Region,No Formal quals,20-30%,0-35,0,120,N,10552
359958,M,West Midlands Region,A Level or Equivalent,60-70%,55<=,0,60,N,10553
360483,M,Wales,Lower Than A Level,30-40%,0-35,0,90,N,10554
362140,M,East Midlands Region,A Level or Equivalent,80-90%,0-35,0,90,N,10555
362548,M,Yorkshire Region,Lower Than A Level,10-20,0-35,0,30,N,10556
364066,M,London Region,Lower Than A Level,30-40%,0-35,0,150,N,10557
364103,M,Scotland,A Level or Equivalent,50-60%,0-35,0,90,N,10558
365661,F,Wales,A Level or Equivalent,0-10%,35-55,0,30,N,10559
365701,F,South East Region,Lower Than A Level,20-30%,0-35,0,180,N,10560
366164,F,East Midlands Region,A Level or Equivalent,10-20,0-35,0,30,N,10561
366367,M,East Anglian Region,Lower Than A Level,60-70%,0-35,0,30,N,10562
366873,F,South Region,A Level or Equivalent,80-90%,35-55,0,120,N,10563
367352,M,North Western Region,HE Qualification,30-40%,0-35,0,60,N,10564
367510,M,London Region,A Level or Equivalent,20-30%,0-35,0,150,Y,10565
367815,M,East Midlands Region,A Level or Equivalent,40-50%,0-35,0,120,Y,10566
368436,M,East Midlands Region,Lower Than A Level,30-40%,35-55,0,30,N,10567
369208,M,East Midlands Region,Lower Than A Level,10-20,0-35,0,60,N,10568
369242,M,South East Region,A Level or Equivalent,40-50%,0-35,0,150,N,10569
369610,M,South East Region,HE Qualification,90-100%,35-55,0,90,N,10570
370512,M,South West Region,A Level or Equivalent,70-80%,35-55,0,30,N,10571
370839,F,North Western Region,Lower Than A Level,0-10%,0-35,0,120,Y,10572
371429,F,North Western Region,HE Qualification,80-90%,35-55,0,60,N,10573
371439,F,South West Region,A Level or Equivalent,30-40%,0-35,0,30,N,10574
372234,M,East Anglian Region,HE Qualification,60-70%,0-35,0,30,N,10575
372577,M,South Region,Lower Than A Level,20-30%,0-35,0,180,N,10576
378576,F,East Anglian Region,Lower Than A Level,70-80%,35-55,0,30,N,10577
379042,M,Wales,A Level or Equivalent,50-60%,0-35,0,60,N,10578
379185,F,East Anglian Region,Lower Than A Level,60-70%,35-55,0,60,N,10579
379255,M,East Midlands Region,A Level or Equivalent,0-10%,0-35,0,30,N,10580
379265,M,West Midlands Region,A Level or Equivalent,30-40%,35-55,0,60,N,10581
382378,M,Scotland,A Level or Equivalent,50-60%,0-35,1,120,N,10582
382857,M,South West Region,Lower Than A Level,20-30%,0-35,0,60,N,10583
384106,F,South Region,Lower Than A Level,30-40%,0-35,0,120,N,10584
385033,M,Yorkshire Region,HE Qualification,80-90%,0-35,0,30,N,10585
387944,M,South East Region,A Level or Equivalent,80-90%,35-55,0,60,N,10586
387963,M,Scotland,HE Qualification,80-90%,0-35,0,30,N,10587
389250,M,West Midlands Region,A Level or Equivalent,10-20,0-35,0,90,N,10588
389267,M,North Western Region,A Level or Equivalent,30-40%,0-35,0,60,N,10589
391059,M,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,10590
391466,F,Ireland,A Level or Equivalent,0-10%,0-35,0,60,N,10591
392890,M,West Midlands Region,A Level or Equivalent,60-70%,0-35,0,60,N,10592
393094,M,West Midlands Region,Lower Than A Level,20-30%,0-35,0,150,N,10593
393142,F,Scotland,Post Graduate Qualification,90-100%,35-55,0,60,N,10594
393526,F,London Region,Lower Than A Level,0-10%,0-35,0,60,Y,10595
394218,M,North Region,A Level or Equivalent,10-20,35-55,0,120,N,10596
395757,M,South West Region,HE Qualification,50-60%,35-55,0,60,N,10597
396631,M,London Region,A Level or Equivalent,20-30%,0-35,0,60,N,10598
398496,F,South Region,Lower Than A Level,20-30%,35-55,0,120,N,10599
400266,M,London Region,A Level or Equivalent,20-30%,0-35,0,90,N,10600
400958,F,Ireland,HE Qualification,70-80%,0-35,0,170,N,10601
401011,M,Wales,Lower Than A Level,10-20,0-35,0,30,Y,10602
401258,F,East Anglian Region,Lower Than A Level,20-30%,0-35,0,210,N,10603
402210,F,London Region,No Formal quals,50-60%,0-35,0,60,N,10604
402378,M,Yorkshire Region,HE Qualification,70-80%,0-35,0,40,N,10605
402883,F,Wales,Lower Than A Level,0-10%,0-35,0,30,N,10606
404863,F,Scotland,HE Qualification,30-40%,0-35,0,60,N,10607
405125,M,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,90,N,10608
406254,M,East Midlands Region,Lower Than A Level,30-40%,0-35,0,120,N,10609
406326,M,East Midlands Region,HE Qualification,80-90%,35-55,0,60,N,10610
406698,M,Wales,A Level or Equivalent,20-30%,35-55,0,30,N,10611
407404,M,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,90,N,10612
408608,M,East Midlands Region,A Level or Equivalent,60-70%,35-55,0,60,N,10613
409733,M,Scotland,A Level or Equivalent,30-40%,0-35,0,60,N,10614
409852,F,South Region,Lower Than A Level,90-100%,35-55,0,60,N,10615
409953,M,West Midlands Region,A Level or Equivalent,30-40%,35-55,0,60,N,10616
410176,F,Scotland,A Level or Equivalent,40-50%,0-35,0,30,N,10617
411549,F,London Region,A Level or Equivalent,30-40%,0-35,0,120,N,10618
412304,M,South Region,Lower Than A Level,60-70%,0-35,0,60,N,10619
412600,M,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,30,N,10620
412663,M,North Western Region,A Level or Equivalent,10-20,0-35,0,30,N,10621
413087,M,Wales,HE Qualification,0-10%,0-35,0,90,N,10622
413200,M,South East Region,HE Qualification,10-20,0-35,0,60,N,10623
414772,F,Yorkshire Region,A Level or Equivalent,70-80%,0-35,0,90,N,10624
415023,M,London Region,A Level or Equivalent,40-50%,35-55,0,60,Y,10625
415631,M,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,60,N,10626
416284,M,Scotland,HE Qualification,70-80%,0-35,0,90,N,10627
417522,M,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,30,N,10628
417724,M,East Anglian Region,Lower Than A Level,70-80%,0-35,0,30,Y,10629
418397,M,South Region,Lower Than A Level,20-30%,0-35,0,60,Y,10630
419024,F,Ireland,A Level or Equivalent,0-10%,0-35,0,90,N,10631
420042,F,Yorkshire Region,HE Qualification,40-50%,35-55,0,120,N,10632
421111,M,East Midlands Region,Lower Than A Level,40-50%,0-35,0,30,N,10633
422343,M,South West Region,HE Qualification,60-70%,0-35,0,90,N,10634
422542,M,Ireland,HE Qualification,80-90%,35-55,0,60,N,10635
422670,M,Scotland,Post Graduate Qualification,90-100%,35-55,0,30,N,10636
422697,M,East Anglian Region,A Level or Equivalent,20-30%,35-55,0,60,N,10637
423607,M,West Midlands Region,Lower Than A Level,60-70%,35-55,1,30,N,10638
423622,M,Scotland,A Level or Equivalent,60-70%,0-35,0,120,Y,10639
423664,M,South West Region,A Level or Equivalent,80-90%,0-35,0,30,N,10640
425053,F,Scotland,A Level or Equivalent,50-60%,0-35,0,60,Y,10641
425919,F,East Anglian Region,Lower Than A Level,50-60%,35-55,0,60,N,10642
426316,M,Scotland,HE Qualification,40-50%,0-35,0,60,N,10643
427390,M,North Region,Lower Than A Level,50-60%,0-35,0,120,N,10644
427413,M,Scotland,HE Qualification,40-50%,0-35,0,60,N,10645
429015,M,Ireland,A Level or Equivalent,30-40%,0-35,0,60,N,10646
430020,M,London Region,A Level or Equivalent,10-20,0-35,0,90,N,10647
430487,M,Yorkshire Region,A Level or Equivalent,60-70%,0-35,1,30,N,10648
430806,M,South East Region,HE Qualification,50-60%,35-55,1,70,N,10649
432478,M,Ireland,A Level or Equivalent,50-60%,35-55,0,30,N,10650
432724,F,South Region,Lower Than A Level,60-70%,35-55,0,150,N,10651
433508,M,North Region,Lower Than A Level,,35-55,0,60,N,10652
433794,M,Scotland,Lower Than A Level,30-40%,0-35,0,210,N,10653
434841,M,Scotland,A Level or Equivalent,40-50%,35-55,0,30,N,10654
436900,M,West Midlands Region,Lower Than A Level,20-30%,0-35,0,60,N,10655
437482,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,60,N,10656
437968,M,Scotland,HE Qualification,0-10%,35-55,0,30,N,10657
439855,M,Scotland,A Level or Equivalent,60-70%,35-55,0,60,N,10658
440103,M,East Anglian Region,Lower Than A Level,80-90%,0-35,0,60,N,10659
440637,F,North Western Region,Lower Than A Level,0-10%,0-35,0,60,N,10660
441024,F,South Region,HE Qualification,70-80%,0-35,0,30,N,10661
442669,F,Scotland,A Level or Equivalent,20-30%,0-35,0,60,N,10662
442823,M,East Anglian Region,HE Qualification,90-100%,0-35,0,30,N,10663
442924,M,North Region,A Level or Equivalent,70-80%,0-35,0,60,N,10664
443837,F,South East Region,HE Qualification,20-30%,35-55,0,120,Y,10665
443964,F,Scotland,HE Qualification,80-90%,0-35,0,60,N,10666
445114,F,London Region,A Level or Equivalent,50-60%,35-55,0,210,N,10667
445921,M,Yorkshire Region,HE Qualification,50-60%,0-35,0,120,N,10668
446439,F,Ireland,Post Graduate Qualification,,0-35,0,30,N,10669
446479,M,Ireland,HE Qualification,,35-55,0,30,N,10670
446778,M,South Region,A Level or Equivalent,40-50%,35-55,0,180,N,10671
447644,F,South West Region,A Level or Equivalent,80-90%,0-35,0,90,Y,10672
447695,M,Ireland,A Level or Equivalent,50-60%,35-55,0,30,N,10673
448370,F,South West Region,A Level or Equivalent,80-90%,0-35,0,60,Y,10674
464732,F,Scotland,HE Qualification,70-80%,0-35,0,150,N,10675
464780,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,90,N,10676
464924,F,West Midlands Region,A Level or Equivalent,60-70%,35-55,0,120,N,10677
464981,M,Scotland,HE Qualification,80-90%,35-55,0,60,N,10678
465281,M,North Region,A Level or Equivalent,70-80%,35-55,0,30,N,10679
465331,M,London Region,A Level or Equivalent,90-100%,0-35,0,220,N,10680
465577,F,London Region,A Level or Equivalent,40-50%,35-55,0,60,N,10681
465619,M,Wales,Lower Than A Level,40-50%,0-35,1,150,N,10682
465732,M,West Midlands Region,A Level or Equivalent,50-60%,0-35,1,30,N,10683
465789,M,West Midlands Region,Lower Than A Level,10-20,0-35,0,60,N,10684
465900,M,Wales,A Level or Equivalent,20-30%,0-35,0,60,N,10685
466360,M,South West Region,HE Qualification,30-40%,35-55,0,30,N,10686
466372,M,Wales,Lower Than A Level,20-30%,0-35,0,30,N,10687
466430,M,South West Region,No Formal quals,30-40%,0-35,1,60,N,10688
467144,M,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,30,N,10689
467381,M,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,10690
468623,F,South Region,A Level or Equivalent,90-100%,0-35,0,120,N,10691
468902,M,Ireland,Lower Than A Level,70-80%,0-35,0,30,N,10692
469281,M,North Region,Lower Than A Level,20-30%,35-55,0,55,N,10693
469614,M,Wales,Lower Than A Level,10-20,0-35,1,90,N,10694
469887,M,South East Region,A Level or Equivalent,60-70%,0-35,0,60,N,10695
470159,M,North Region,A Level or Equivalent,,0-35,0,120,N,10696
470253,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,90,Y,10697
470385,M,East Anglian Region,HE Qualification,70-80%,0-35,0,30,N,10698
470617,M,South West Region,Lower Than A Level,60-70%,0-35,0,120,N,10699
470914,F,East Anglian Region,Lower Than A Level,40-50%,0-35,0,150,N,10700
471027,F,North Western Region,HE Qualification,20-30%,35-55,0,60,N,10701
471374,M,Wales,A Level or Equivalent,70-80%,0-35,0,150,N,10702
471810,M,South East Region,Lower Than A Level,60-70%,35-55,0,90,N,10703
471977,M,South West Region,Lower Than A Level,40-50%,0-35,0,150,N,10704
472290,M,North Region,A Level or Equivalent,30-40%,0-35,0,60,N,10705
472616,M,East Anglian Region,Lower Than A Level,90-100%,0-35,0,150,N,10706
472651,M,South West Region,HE Qualification,70-80%,35-55,0,60,N,10707
472736,M,Yorkshire Region,A Level or Equivalent,50-60%,0-35,0,30,N,10708
472762,M,West Midlands Region,A Level or Equivalent,60-70%,0-35,0,180,N,10709
473082,M,Scotland,A Level or Equivalent,90-100%,35-55,0,30,N,10710
473491,M,North Region,Lower Than A Level,,0-35,0,60,N,10711
474495,M,South West Region,A Level or Equivalent,20-30%,0-35,0,60,N,10712
474628,M,South West Region,HE Qualification,80-90%,0-35,0,30,N,10713
475065,M,North Western Region,HE Qualification,90-100%,0-35,0,30,N,10714
475163,M,Wales,Lower Than A Level,20-30%,35-55,0,30,N,10715
475734,M,North Western Region,A Level or Equivalent,20-30%,35-55,0,60,N,10716
477099,M,London Region,A Level or Equivalent,20-30%,0-35,0,180,N,10717
477185,M,South East Region,A Level or Equivalent,30-40%,35-55,0,90,N,10718
477246,M,South Region,A Level or Equivalent,40-50%,0-35,0,30,N,10719
477488,F,North Region,HE Qualification,,0-35,0,85,N,10720
478346,M,South East Region,HE Qualification,20-30%,0-35,0,60,N,10721
478496,F,North Region,A Level or Equivalent,10-20,0-35,0,120,N,10722
478513,M,East Midlands Region,Lower Than A Level,60-70%,0-35,0,90,N,10723
478562,M,East Midlands Region,A Level or Equivalent,10-20,0-35,0,60,N,10724
479522,F,London Region,A Level or Equivalent,40-50%,35-55,0,120,N,10725
479649,M,South Region,A Level or Equivalent,0-10%,0-35,0,60,N,10726
479987,M,Scotland,HE Qualification,60-70%,0-35,0,60,N,10727
480115,M,South East Region,A Level or Equivalent,70-80%,0-35,0,60,N,10728
481169,M,London Region,A Level or Equivalent,50-60%,35-55,0,60,N,10729
481314,M,London Region,A Level or Equivalent,30-40%,35-55,0,30,N,10730
481350,F,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,90,N,10731
481618,M,South East Region,A Level or Equivalent,40-50%,0-35,0,60,N,10732
482145,F,London Region,A Level or Equivalent,80-90%,0-35,0,30,N,10733
482751,F,Yorkshire Region,A Level or Equivalent,50-60%,0-35,0,90,N,10734
482868,M,South East Region,Lower Than A Level,60-70%,0-35,0,60,N,10735
482938,M,South East Region,Lower Than A Level,30-40%,35-55,0,180,N,10736
483543,M,North Region,HE Qualification,,0-35,0,60,N,10737
483793,M,South Region,Lower Than A Level,70-80%,0-35,0,30,N,10738
483858,F,Scotland,A Level or Equivalent,70-80%,0-35,0,60,N,10739
484223,F,Ireland,Lower Than A Level,90-100%,0-35,0,90,N,10740
484435,F,Scotland,HE Qualification,20-30%,35-55,0,60,N,10741
485920,M,East Anglian Region,Lower Than A Level,60-70%,0-35,0,30,N,10742
485949,F,London Region,HE Qualification,0-10%,0-35,0,180,N,10743
486300,M,East Midlands Region,A Level or Equivalent,10-20,0-35,0,30,N,10744
486877,M,South East Region,A Level or Equivalent,60-70%,0-35,0,30,N,10745
487314,M,Wales,HE Qualification,70-80%,0-35,0,60,N,10746
488192,F,North Region,A Level or Equivalent,,0-35,0,120,N,10747
488617,M,South West Region,Lower Than A Level,60-70%,0-35,0,60,N,10748
488755,F,East Anglian Region,HE Qualification,70-80%,35-55,0,30,N,10749
489990,F,North Western Region,Lower Than A Level,40-50%,0-35,0,150,N,10750
490313,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,30,N,10751
490394,M,South East Region,Lower Than A Level,60-70%,0-35,0,30,N,10752
490443,M,North Western Region,A Level or Equivalent,0-10%,0-35,0,60,N,10753
490542,F,East Anglian Region,Lower Than A Level,40-50%,0-35,0,180,N,10754
491033,M,Scotland,Lower Than A Level,0-10%,0-35,0,120,N,10755
491926,M,Wales,Lower Than A Level,10-20,35-55,0,90,Y,10756
492020,M,London Region,HE Qualification,40-50%,35-55,0,30,N,10757
492537,M,London Region,Lower Than A Level,70-80%,0-35,0,30,Y,10758
492613,F,Yorkshire Region,A Level or Equivalent,70-80%,0-35,0,60,N,10759
493416,M,South West Region,Lower Than A Level,40-50%,0-35,0,90,N,10760
494211,M,East Anglian Region,A Level or Equivalent,50-60%,35-55,0,60,N,10761
494498,F,North Western Region,A Level or Equivalent,30-40%,0-35,0,90,N,10762
494829,F,North Western Region,Lower Than A Level,20-30%,35-55,0,60,N,10763
494911,F,South Region,Lower Than A Level,50-60%,0-35,0,30,N,10764
495438,F,East Anglian Region,Lower Than A Level,50-60%,0-35,0,30,N,10765
496355,M,Yorkshire Region,A Level or Equivalent,80-90%,0-35,0,60,N,10766
496530,M,East Midlands Region,Lower Than A Level,70-80%,0-35,0,60,N,10767
496845,M,South Region,A Level or Equivalent,50-60%,0-35,0,150,N,10768
497536,F,Ireland,Lower Than A Level,0-10%,0-35,0,120,N,10769
497955,F,Ireland,A Level or Equivalent,80-90%,0-35,0,30,N,10770
498236,M,North Region,HE Qualification,20-30%,0-35,0,60,N,10771
498459,F,East Anglian Region,HE Qualification,90-100%,0-35,0,90,N,10772
498602,M,Scotland,A Level or Equivalent,70-80%,0-35,0,90,N,10773
498828,M,East Anglian Region,A Level or Equivalent,20-30%,0-35,0,120,N,10774
499420,M,West Midlands Region,A Level or Equivalent,60-70%,0-35,0,60,N,10775
499683,M,South West Region,Lower Than A Level,20-30%,35-55,0,60,N,10776
499703,F,South West Region,A Level or Equivalent,50-60%,0-35,0,120,N,10777
499813,M,North Region,A Level or Equivalent,,0-35,0,150,N,10778
499848,F,West Midlands Region,Lower Than A Level,50-60%,0-35,0,90,N,10779
500031,F,South West Region,Lower Than A Level,80-90%,35-55,0,60,N,10780
500339,M,North Western Region,Lower Than A Level,70-80%,0-35,0,120,N,10781
500440,M,London Region,A Level or Equivalent,30-40%,0-35,0,90,N,10782
501146,M,South East Region,HE Qualification,90-100%,0-35,0,60,N,10783
501617,F,Ireland,Lower Than A Level,,0-35,0,30,N,10784
501867,M,London Region,HE Qualification,20-30%,0-35,1,60,N,10785
501897,M,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,150,N,10786
502004,M,North Western Region,A Level or Equivalent,40-50%,35-55,0,60,N,10787
502353,M,South West Region,Lower Than A Level,60-70%,0-35,0,120,N,10788
502356,M,Wales,A Level or Equivalent,0-10%,0-35,0,60,N,10789
502766,F,South West Region,A Level or Equivalent,90-100%,35-55,0,60,N,10790
503400,M,North Western Region,A Level or Equivalent,50-60%,0-35,0,30,N,10791
503457,F,Scotland,A Level or Equivalent,40-50%,0-35,0,30,N,10792
503610,M,South West Region,A Level or Equivalent,30-40%,0-35,1,120,N,10793
503710,M,West Midlands Region,HE Qualification,30-40%,35-55,0,120,N,10794
503779,M,London Region,Lower Than A Level,10-20,35-55,0,60,Y,10795
504363,M,London Region,A Level or Equivalent,10-20,0-35,0,150,N,10796
505108,M,North Western Region,HE Qualification,70-80%,0-35,0,60,N,10797
505403,M,London Region,A Level or Equivalent,70-80%,0-35,0,60,N,10798
505700,M,West Midlands Region,Lower Than A Level,30-40%,0-35,0,60,N,10799
505722,M,North Western Region,A Level or Equivalent,0-10%,35-55,0,30,N,10800
505930,M,North Region,A Level or Equivalent,,35-55,0,60,N,10801
506144,M,Scotland,A Level or Equivalent,40-50%,0-35,1,30,N,10802
506543,M,South East Region,Lower Than A Level,90-100%,0-35,0,60,N,10803
506705,M,South West Region,A Level or Equivalent,80-90%,0-35,0,120,N,10804
507031,M,Scotland,A Level or Equivalent,90-100%,35-55,0,120,N,10805
507344,M,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,N,10806
508244,F,London Region,HE Qualification,50-60%,0-35,0,30,N,10807
508295,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,150,Y,10808
