id_student,code_module,code_presentation,vle_total,vle_mean,vle_std,assess_mean,assess_max,assess_count,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,target
568422,DDD,2013J,12,3.0,2.449489742783178,0.0,0.0,0.0,M,East Anglian Region,Lower Than A Level,0-10%,0-35,0,60,N,Fail,1
568450,FFF,2013J,1626,4.085427135678392,8.516556031829532,76.0,87.0,4.0,M,South East Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,0
568474,BBB,2013J,122,1.7941176470588236,1.5887554833745157,66.66666666666667,80.0,3.0,F,South Region,A Level or Equivalent,60-70%,35-55,0,120,N,Pass,0
568502,BBB,2013J,82,1.9069767441860466,1.673518584249139,55.666666666666664,60.0,3.0,F,London Region,HE Qualification,40-50%,0-35,0,120,N,Pass,0
568533,BBB,2013J,37,2.0555555555555554,2.099642048546881,77.33333333333333,100.0,3.0,F,North Western Region,Lower Than A Level,40-50%,0-35,0,90,N,Distinction,0
568539,GGG,2013J,384,3.2,4.5992326725738275,65.0,65.0,1.0,F,South Region,A Level or Equivalent,40-50%,0-35,0,30,Y,Pass,0
568551,FFF,2013J,2582,5.379166666666666,12.947540828294303,94.75,100.0,4.0,F,West Midlands Region,A Level or Equivalent,10-20,0-35,0,90,N,Pass,0
568559,BBB,2014B,298,2.0135135135135136,1.9587115245872313,76.0,100.0,3.0,F,East Midlands Region,Lower Than A Level,90-100%,35-55,1,120,N,Pass,0
568566,DDD,2013J,514,2.26431718061674,1.907299635335599,87.5,89.0,2.0,F,Yorkshire Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,0
568578,DDD,2013J,493,2.6939890710382515,2.969500076305202,91.0,94.0,2.0,M,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,N,Fail,1
568592,FFF,2013J,4600,6.990881458966565,14.261097859542321,68.0,75.0,4.0,M,East Midlands Region,Lower Than A Level,50-60%,35-55,0,120,N,Fail,1
568598,DDD,2013J,1940,3.1855500821018063,5.364667676334118,79.0,83.0,2.0,M,East Anglian Region,Lower Than A Level,80-90%,35-55,0,60,N,Pass,0
568601,AAA,2013J,364,5.967213114754099,7.523224515048394,85.0,85.0,1.0,F,Scotland,HE Qualification,30-40%,0-35,0,60,N,Withdrawn,1
568602,FFF,2013J,505,3.1761006289308176,5.1478575993540705,52.0,52.0,1.0,M,West Midlands Region,A Level or Equivalent,10-20,0-35,0,90,Y,Withdrawn,1
568609,BBB,2013J,58,1.6111111111111112,1.293451148291219,90.66666666666667,100.0,3.0,M,London Region,HE Qualification,20-30%,55<=,0,60,N,Withdrawn,1
568631,DDD,2014B,265,1.8531468531468531,1.5103308188961893,52.0,65.0,2.0,M,East Midlands Region,A Level or Equivalent,60-70%,0-35,0,60,N,Withdrawn,1
568644,FFF,2013J,651,4.120253164556962,10.458506180514314,80.5,85.0,4.0,M,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,0
568668,DDD,2013J,90,2.5714285714285716,2.6600056864790425,41.0,41.0,1.0,M,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,60,N,Fail,1
568686,DDD,2014B,319,1.7624309392265194,1.7556014012088097,58.0,91.0,2.0,M,North Western Region,Lower Than A Level,60-70%,35-55,0,60,N,Fail,1
568741,DDD,2013J,809,3.4870689655172415,3.2857828383847942,65.5,66.0,2.0,F,South Region,A Level or Equivalent,50-60%,35-55,0,60,N,Withdrawn,1
568763,FFF,2013J,180,2.535211267605634,3.0698114689225413,60.0,76.0,2.0,M,London Region,A Level or Equivalent,70-80%,0-35,0,120,N,Fail,1
568767,FFF,2013J,705,3.9166666666666665,4.825299944363318,51.0,72.0,2.0,M,South West Region,Lower Than A Level,30-40%,0-35,0,60,N,Fail,1
568774,FFF,2013J,1577,5.345762711864407,15.641034053732938,55.0,85.0,3.0,M,West Midlands Region,A Level or Equivalent,10-20,0-35,0,120,N,Pass,0
568775,BBB,2013J,152,2.2686567164179103,3.3238444770541835,68.0,100.0,3.0,F,East Midlands Region,Lower Than A Level,30-40%,0-35,0,60,N,Withdrawn,1
568813,EEE,2013J,367,2.936,5.80703688806562,100.0,100.0,1.0,M,West Midlands Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,0
568835,DDD,2013J,674,1.8516483516483517,1.8302546233231114,63.0,74.0,2.0,F,Yorkshire Region,A Level or Equivalent,30-40%,0-35,0,60,N,Fail,1
568910,FFF,2013J,991,3.4409722222222223,4.9000449858483135,39.0,68.0,2.0,M,South Region,HE Qualification,40-50%,0-35,0,60,N,Fail,1
568948,DDD,2013J,324,2.1176470588235294,2.224094068883909,92.0,96.0,2.0,M,North Western Region,A Level or Equivalent,30-40%,0-35,0,90,N,Pass,0
568954,FFF,2014B,1582,3.628440366972477,6.270127560976609,89.0,94.0,2.0,M,Ireland,Lower Than A Level,Unknown,0-35,0,120,N,Pass,0
568963,DDD,2013J,374,2.51006711409396,2.621680525779037,82.0,86.0,2.0,M,Wales,A Level or Equivalent,40-50%,0-35,0,120,N,Pass,0
568968,BBB,2014B,91,3.5,4.052159917870961,71.0,100.0,3.0,F,South Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass,0
568973,GGG,2013J,312,6.0,7.535536724447051,68.0,68.0,1.0,F,East Anglian Region,Lower Than A Level,70-80%,35-55,0,30,Y,Fail,1
568987,FFF,2013J,643,5.185483870967742,6.308294881884558,80.0,84.0,2.0,F,South Region,A Level or Equivalent,10-20,0-35,0,120,N,Withdrawn,1
568998,FFF,2013J,246,2.484848484848485,2.991019334688824,68.0,68.0,1.0,M,South Region,A Level or Equivalent,50-60%,0-35,0,120,Y,Withdrawn,1
569016,FFF,2013J,1036,3.8801498127340825,5.820680267328232,89.33333333333333,90.0,3.0,M,West Midlands Region,Lower Than A Level,0-10%,35-55,0,60,N,Pass,0
569035,BBB,2013J,408,2.3181818181818183,2.4450320689475262,85.33333333333333,100.0,3.0,F,East Anglian Region,A Level or Equivalent,50-60%,35-55,0,60,N,Pass,0
569065,FFF,2014B,2616,4.654804270462633,6.492698769052061,84.33333333333333,87.0,3.0,M,North Western Region,No Formal quals,30-40%,0-35,0,60,N,Pass,0
569074,BBB,2014B,142,3.641025641025641,2.389529567081524,76.33333333333333,100.0,3.0,F,South West Region,Lower Than A Level,30-40%,35-55,0,60,N,Withdrawn,1
569080,CCC,2014B,1534,4.79375,11.92168639845354,96.0,100.0,2.0,M,London Region,A Level or Equivalent,10-20,0-35,0,30,N,Distinction,0
569084,DDD,2014B,364,2.3333333333333335,2.1230937053555663,80.5,84.0,2.0,M,East Midlands Region,Lower Than A Level,10-20,0-35,0,60,N,Pass,0
569107,FFF,2013J,4400,4.621848739495798,7.186699476471018,92.75,98.0,4.0,M,South East Region,Lower Than A Level,80-90%,35-55,0,60,N,Pass,0
569108,CCC,2014B,521,2.771276595744681,8.438885324932654,98.0,100.0,2.0,M,South East Region,A Level or Equivalent,70-80%,0-35,0,30,Y,Distinction,0
569132,FFF,2013J,1592,3.3586497890295357,5.156540938666716,59.0,66.0,3.0,M,South East Region,Lower Than A Level,80-90%,0-35,0,120,N,Fail,1
569141,BBB,2013J,127,2.0483870967741935,1.7408064774586303,81.66666666666667,100.0,3.0,F,Wales,Lower Than A Level,10-20,0-35,0,60,N,Pass,0
569167,FFF,2013J,1257,5.109756097560975,14.527389555154347,81.25,98.0,4.0,M,East Anglian Region,HE Qualification,70-80%,0-35,0,60,N,Pass,0
569199,BBB,2014B,5,1.25,0.5,0.0,0.0,0.0,F,West Midlands Region,Lower Than A Level,20-30%,0-35,0,120,N,Withdrawn,1
569225,BBB,2014B,206,3.121212121212121,3.9711077761371527,81.0,88.0,3.0,F,South Region,A Level or Equivalent,40-50%,0-35,0,90,N,Pass,0
569253,GGG,2013J,130,2.4074074074074074,2.2446457763032837,0.0,0.0,0.0,F,East Midlands Region,HE Qualification,60-70%,35-55,0,30,N,Distinction,0
569279,DDD,2013J,283,2.669811320754717,3.3344427623652004,43.0,55.0,2.0,M,Wales,Lower Than A Level,0-10%,0-35,0,60,N,Fail,1
569334,BBB,2013J,34,2.6153846153846154,2.1809195896250406,56.0,77.0,3.0,F,South Region,A Level or Equivalent,30-40%,0-35,0,120,N,Fail,1
569342,CCC,2014B,140,1.4736842105263157,1.1925487211882015,0.0,0.0,0.0,M,South Region,Lower Than A Level,70-80%,0-35,0,120,N,Fail,1
569342,EEE,2013J,1509,3.3608017817371936,4.3217551079224705,84.0,84.0,1.0,M,South Region,Lower Than A Level,70-80%,0-35,0,135,N,Pass,0
569358,EEE,2013J,250,4.8076923076923075,9.26947015330849,87.0,87.0,1.0,M,Scotland,HE Qualification,40-50%,0-35,0,30,N,Pass,0
569474,FFF,2013J,1768,3.8687089715536107,7.825414419031776,92.25,96.0,4.0,M,Yorkshire Region,Lower Than A Level,30-40%,35-55,0,60,N,Pass,0
569490,GGG,2013J,80,2.962962962962963,4.371951522370772,65.0,65.0,1.0,F,Yorkshire Region,Lower Than A Level,50-60%,0-35,0,30,N,Pass,0
569507,FFF,2013J,1852,3.8264462809917354,5.66552567144076,90.5,94.0,4.0,F,South Region,A Level or Equivalent,80-90%,35-55,0,60,N,Pass,0
569511,GGG,2013J,100,3.5714285714285716,3.5321651258386084,60.0,60.0,1.0,F,East Midlands Region,Lower Than A Level,10-20,35-55,0,45,N,Pass,0
569556,FFF,2014B,62,1.7222222222222223,1.0586004537288471,0.0,0.0,0.0,F,North Region,A Level or Equivalent,0-10%,0-35,1,240,N,Withdrawn,1
569560,EEE,2013J,535,3.2228915662650603,4.373995477438873,95.0,95.0,1.0,M,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,90,N,Pass,0
569566,FFF,2013J,2190,6.257142857142857,10.747006932279143,76.0,80.0,3.0,M,South Region,A Level or Equivalent,50-60%,35-55,0,60,N,Pass,0
569595,GGG,2013J,40,1.8181818181818181,2.174229226018436,0.0,0.0,0.0,F,West Midlands Region,Lower Than A Level,0-10%,35-55,0,30,Y,Fail,1
569609,CCC,2014B,200,2.7777777777777777,4.3709096685019055,51.0,72.0,2.0,F,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,120,N,Pass,0
569609,FFF,2013J,1564,3.356223175965665,6.251858554249568,84.0,92.0,2.0,F,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,120,N,Pass,0
569620,EEE,2014B,102,2.04,1.354659381843394,0.0,0.0,0.0,F,Scotland,Lower Than A Level,80-90%,0-35,0,60,N,Fail,1
569625,FFF,2013J,597,4.557251908396947,6.654276017192036,76.0,80.0,2.0,M,Scotland,A Level or Equivalent,60-70%,35-55,0,60,N,Pass,0
569663,BBB,2014B,719,5.172661870503597,4.383645590168334,86.66666666666667,100.0,3.0,F,South Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass,0
569664,BBB,2014B,335,3.5638297872340425,3.280960096299829,68.0,82.0,3.0,M,London Region,Lower Than A Level,40-50%,35-55,0,60,N,Pass,0
569679,GGG,2013J,52,2.0,1.5748015748023623,0.0,0.0,0.0,M,South West Region,A Level or Equivalent,40-50%,0-35,0,30,N,Pass,0
569694,EEE,2013J,521,3.5684931506849313,6.001043052149009,95.0,95.0,1.0,M,North Western Region,Lower Than A Level,70-80%,0-35,0,60,N,Distinction,0
569706,DDD,2014B,244,2.5416666666666665,3.138610710646106,58.5,65.0,2.0,M,South Region,A Level or Equivalent,90-100%,0-35,0,120,Y,Withdrawn,1
569706,EEE,2013J,556,4.752136752136752,8.808211277675625,99.0,99.0,1.0,M,South Region,A Level or Equivalent,90-100%,0-35,0,120,Y,Pass,0
569712,CCC,2014B,747,4.15,12.653736171824718,75.0,90.0,2.0,M,South Region,Lower Than A Level,50-60%,35-55,0,120,Y,Withdrawn,1
569712,FFF,2013J,2491,4.96215139442231,10.229334444948737,95.0,100.0,5.0,M,South Region,Lower Than A Level,50-60%,35-55,0,120,Y,Distinction,0
569761,BBB,2014B,276,2.4642857142857144,2.6129565299755413,86.0,100.0,3.0,F,East Midlands Region,Lower Than A Level,0-10%,0-35,0,60,N,Pass,0
569783,FFF,2014B,714,3.606060606060606,6.193689570342561,90.0,100.0,3.0,M,South East Region,Lower Than A Level,60-70%,35-55,0,60,N,Withdrawn,1
569807,FFF,2013J,192,2.953846153846154,2.6066667486392534,51.0,70.0,2.0,M,Yorkshire Region,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn,1
569854,BBB,2013J,178,2.656716417910448,2.0929335567351837,83.33333333333333,100.0,3.0,F,South Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,0
569857,DDD,2013J,826,2.244565217391304,2.330925329020231,67.0,76.0,2.0,M,Yorkshire Region,A Level or Equivalent,40-50%,0-35,0,120,N,Withdrawn,1
569862,BBB,2013J,198,2.302325581395349,3.0872404103945623,82.0,100.0,3.0,M,South East Region,HE Qualification,60-70%,0-35,0,60,N,Pass,0
569864,BBB,2014B,72,2.3225806451612905,3.6641242407446972,60.0,60.0,3.0,F,London Region,Lower Than A Level,10-20,0-35,0,120,N,Pass,0
569891,DDD,2013J,13,1.625,1.1877349391654208,0.0,0.0,0.0,M,South West Region,HE Qualification,80-90%,0-35,0,90,N,Withdrawn,1
569928,DDD,2013J,427,2.1457286432160805,3.096734896128936,77.0,81.0,2.0,M,South East Region,A Level or Equivalent,80-90%,0-35,0,150,N,Pass,0
569930,BBB,2013J,520,3.25,3.599440906969761,90.0,100.0,3.0,F,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,90,N,Pass,0
569935,DDD,2013J,647,3.218905472636816,3.834297953474652,81.5,84.0,2.0,F,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,120,N,Pass,0
569944,DDD,2014B,2071,4.332635983263598,5.024074302473418,96.0,99.0,2.0,M,Yorkshire Region,No Formal quals,30-40%,0-35,0,60,N,Distinction,0
569970,BBB,2014B,291,3.2333333333333334,4.4672340184146275,73.66666666666667,80.0,3.0,F,East Midlands Region,Lower Than A Level,40-50%,0-35,0,60,N,Pass,0
569974,GGG,2013J,99,1.9411764705882353,1.6782343663014694,65.0,65.0,1.0,F,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,30,Y,Pass,0
569978,DDD,2013J,2201,2.9268617021276597,4.074044600346832,84.0,93.0,2.0,M,North Western Region,A Level or Equivalent,0-10%,0-35,0,165,N,Pass,0
569984,GGG,2013J,148,2.242424242424242,2.6548104730881725,0.0,0.0,0.0,F,London Region,Lower Than A Level,10-20,0-35,0,30,N,Fail,1
569994,FFF,2013J,521,3.2974683544303796,4.680232850746715,82.0,82.0,1.0,F,London Region,Lower Than A Level,70-80%,0-35,0,120,N,Fail,1
570004,FFF,2013J,1500,3.7037037037037037,7.509802907798008,72.0,78.0,4.0,M,East Anglian Region,Lower Than A Level,80-90%,0-35,0,180,Y,Withdrawn,1
570023,FFF,2013J,271,2.336206896551724,3.4311715973898242,0.0,0.0,0.0,M,West Midlands Region,No Formal quals,0-10%,0-35,0,60,N,Withdrawn,1
570031,BBB,2014B,299,2.6228070175438596,2.42184143674376,86.0,100.0,3.0,F,North Western Region,Lower Than A Level,20-30%,0-35,0,60,N,Pass,0
570049,DDD,2014B,1138,3.407185628742515,4.647522752091081,53.0,61.0,2.0,F,Yorkshire Region,Lower Than A Level,0-10%,0-35,1,180,N,Pass,0
570061,FFF,2013J,4542,6.4425531914893615,18.684731985796443,77.2,92.0,5.0,F,South West Region,Lower Than A Level,30-40%,0-35,0,180,Y,Pass,0
570113,CCC,2014B,136,3.7777777777777777,8.85796207168963,40.0,40.0,1.0,F,Yorkshire Region,A Level or Equivalent,20-30%,0-35,0,120,N,Withdrawn,1
570137,BBB,2013J,300,2.542372881355932,2.4517360595963344,86.66666666666667,100.0,3.0,F,Scotland,Lower Than A Level,70-80%,35-55,0,60,N,Pass,0
570141,GGG,2013J,22,1.6923076923076923,1.109400392450458,0.0,0.0,0.0,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,30,N,Pass,0
570157,BBB,2013J,401,3.6126126126126126,4.5848984744805446,89.0,100.0,3.0,F,North Western Region,A Level or Equivalent,80-90%,35-55,0,60,N,Pass,0
570168,BBB,2013J,6605,8.24594257178527,14.234664964153458,72.33333333333333,80.0,3.0,F,South West Region,No Formal quals,30-40%,0-35,0,90,N,Pass,0
570177,BBB,2013J,42,1.68,1.46401275039985,0.0,0.0,0.0,F,Ireland,Lower Than A Level,70-80%,0-35,0,180,N,Withdrawn,1
570186,BBB,2014B,447,3.239130434782609,4.096561399116482,83.33333333333333,100.0,3.0,F,West Midlands Region,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn,1
570213,FFF,2013J,1656,4.82798833819242,7.0110295962764,85.0,86.0,2.0,M,South Region,A Level or Equivalent,70-80%,35-55,0,60,N,Fail,1
570215,DDD,2014B,783,2.2056338028169016,2.336149671842458,78.5,84.0,2.0,F,North Western Region,Lower Than A Level,20-30%,0-35,0,60,Y,Pass,0
570237,DDD,2013J,779,2.7333333333333334,2.9369749056204295,66.0,72.0,2.0,F,North Western Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,0
570239,BBB,2014B,86,1.8297872340425532,1.6328043219401798,83.33333333333333,100.0,3.0,F,West Midlands Region,Lower Than A Level,10-20,35-55,0,120,N,Fail,1
570264,FFF,2014B,1540,3.8308457711442787,7.580408123103434,86.0,100.0,5.0,M,East Midlands Region,Lower Than A Level,20-30%,35-55,0,60,N,Fail,1
570271,BBB,2013J,756,3.3451327433628317,3.862687404165768,79.33333333333333,100.0,3.0,F,South Region,A Level or Equivalent,90-100%,0-35,0,120,N,Pass,0
570280,FFF,2013J,705,3.0,4.004271223854352,80.0,84.0,2.0,M,Ireland,A Level or Equivalent,90-100%,0-35,0,60,N,Withdrawn,1
570287,BBB,2013J,251,2.988095238095238,3.5719592262107347,68.33333333333333,80.0,3.0,F,Ireland,Lower Than A Level,40-50%,0-35,0,75,N,Pass,0
570351,BBB,2013J,81,2.1315789473684212,2.0946657171424357,0.0,0.0,0.0,M,South Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,0
570377,CCC,2014B,49,12.25,19.207203509794617,0.0,0.0,0.0,M,North Western Region,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn,1
570377,EEE,2013J,1154,5.151785714285714,7.14577214702471,67.0,67.0,1.0,M,North Western Region,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn,1
570403,DDD,2013J,308,2.40625,2.9945817212157326,84.5,87.0,2.0,M,Scotland,HE Qualification,50-60%,0-35,0,60,N,Pass,0
570410,CCC,2014B,284,3.1555555555555554,6.617836149820246,64.0,68.0,2.0,F,East Anglian Region,No Formal quals,30-40%,0-35,0,60,N,Pass,0
570414,EEE,2013J,934,4.008583690987124,5.492935444347347,72.0,72.0,1.0,M,Ireland,Lower Than A Level,10-20,0-35,0,60,N,Fail,1
570428,FFF,2013J,1134,3.375,4.836660374896048,56.0,60.0,2.0,M,North Western Region,A Level or Equivalent,20-30%,0-35,0,120,N,Pass,0
570437,BBB,2014B,1600,3.21285140562249,4.447647118573612,87.66666666666667,100.0,3.0,F,Scotland,A Level or Equivalent,0-10%,35-55,0,60,Y,Distinction,0
570448,EEE,2013J,453,4.044642857142857,3.858740850637802,60.0,60.0,1.0,M,Yorkshire Region,A Level or Equivalent,30-40%,0-35,0,30,N,Fail,1
570453,EEE,2013J,237,4.388888888888889,7.982094742483794,70.0,70.0,1.0,M,North Western Region,A Level or Equivalent,0-10%,0-35,0,30,N,Pass,0
570455,FFF,2013J,2096,4.678571428571429,6.7707282670020055,80.0,100.0,4.0,M,Wales,Lower Than A Level,30-40%,35-55,0,60,N,Pass,0
570488,CCC,2014B,23,1.9166666666666667,1.0836246694508318,0.0,0.0,0.0,M,East Midlands Region,A Level or Equivalent,10-20,0-35,0,60,N,Withdrawn,1
570488,EEE,2013J,997,6.350318471337579,9.816173364061498,85.0,85.0,1.0,M,East Midlands Region,A Level or Equivalent,10-20,0-35,0,60,N,Withdrawn,1
570514,CCC,2014B,1177,3.9364548494983276,7.228716187906642,15.0,20.0,2.0,F,Yorkshire Region,A Level or Equivalent,20-30%,35-55,0,60,N,Withdrawn,1
570515,FFF,2013J,1092,5.009174311926605,8.309114880569867,82.0,82.0,1.0,M,Ireland,Lower Than A Level,Unknown,35-55,0,60,N,Fail,1
570517,FFF,2013J,1005,3.4895833333333335,6.116741392385657,79.33333333333333,86.0,3.0,M,South West Region,A Level or Equivalent,10-20,0-35,0,75,N,Pass,0
570519,BBB,2013J,33,2.357142857142857,1.3363062095621219,38.0,38.0,1.0,F,East Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,Fail,1
570529,GGG,2013J,253,2.9080459770114944,2.8718043267055626,0.0,0.0,0.0,M,South West Region,Lower Than A Level,10-20,35-55,0,30,N,Pass,0
570531,DDD,2013J,401,2.2402234636871508,1.7363761680507057,92.5,94.0,2.0,M,South Region,A Level or Equivalent,90-100%,0-35,0,70,N,Pass,0
570550,FFF,2013J,501,2.2266666666666666,2.2154490031851974,84.0,86.0,2.0,M,East Midlands Region,A Level or Equivalent,50-60%,0-35,0,120,N,Fail,1
570623,BBB,2013J,762,3.9278350515463916,5.367813156830318,90.66666666666667,100.0,3.0,F,North Region,A Level or Equivalent,50-60%,35-55,0,60,N,Pass,0
570626,EEE,2013J,463,6.092105263157895,9.365436642718368,91.0,91.0,1.0,M,South West Region,Lower Than A Level,10-20,0-35,0,30,N,Pass,0
570627,BBB,2014B,362,3.383177570093458,4.151937169638315,91.66666666666667,100.0,3.0,F,South East Region,A Level or Equivalent,90-100%,35-55,0,60,N,Distinction,0
570630,DDD,2013J,428,2.14,1.9206364104393958,71.5,82.0,2.0,M,North Region,A Level or Equivalent,Unknown,0-35,0,60,N,Pass,0
570671,DDD,2013J,548,2.525345622119816,3.5093199978891807,76.5,77.0,2.0,M,Ireland,A Level or Equivalent,90-100%,0-35,0,120,Y,Pass,0
570689,FFF,2013J,789,3.0114503816793894,4.184886897886646,76.0,94.0,2.0,M,East Midlands Region,A Level or Equivalent,90-100%,0-35,0,60,N,Withdrawn,1
570717,FFF,2013J,1838,5.008174386920981,9.22946331625616,78.5,82.0,4.0,M,North Western Region,Lower Than A Level,50-60%,35-55,0,120,Y,Pass,0
570732,FFF,2013J,1092,3.25,5.482400607207617,93.0,100.0,2.0,M,East Midlands Region,Lower Than A Level,90-100%,0-35,0,60,N,Distinction,0
570759,BBB,2013J,490,3.3333333333333335,3.2736669007657073,86.0,100.0,3.0,F,London Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,0
570783,BBB,2013J,211,2.453488372093023,2.178272260540375,78.66666666666667,100.0,3.0,F,South Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,0
570801,GGG,2013J,154,2.8,2.422120283277994,0.0,0.0,0.0,F,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,45,N,Pass,0
570807,FFF,2013J,949,3.2389078498293515,4.717090920082904,82.66666666666667,88.0,3.0,F,North Region,A Level or Equivalent,Unknown,0-35,0,90,N,Distinction,0
570862,BBB,2013J,2,2.0,0.0,0.0,0.0,0.0,F,South West Region,Lower Than A Level,30-40%,0-35,0,120,N,Withdrawn,1
570864,BBB,2013J,153,2.013157894736842,1.7165346568217539,67.66666666666667,85.0,3.0,F,Wales,Lower Than A Level,80-90%,0-35,0,60,N,Pass,0
570871,DDD,2013J,604,3.471264367816092,4.443190751799127,59.5,67.0,2.0,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,120,N,Pass,0
570872,CCC,2014B,311,3.049019607843137,6.446086311265541,47.0,54.0,2.0,F,London Region,A Level or Equivalent,30-40%,0-35,0,90,Y,Pass,0
570872,DDD,2013J,593,2.343873517786561,2.2245768314843293,93.5,95.0,2.0,F,London Region,A Level or Equivalent,30-40%,0-35,0,90,Y,Pass,0
570878,FFF,2013J,1339,3.3813131313131315,4.480455932148915,77.0,78.0,2.0,M,South Region,Lower Than A Level,50-60%,0-35,0,120,N,Fail,1
570896,DDD,2013J,626,2.293040293040293,2.2000641505994443,84.5,86.0,2.0,M,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,120,N,Pass,0
570967,CCC,2014B,292,3.792207792207792,7.340116273167796,80.0,80.0,1.0,F,London Region,Lower Than A Level,30-40%,35-55,0,60,N,Pass,0
570970,BBB,2013J,30,1.875,0.8850612031567836,0.0,0.0,0.0,M,London Region,Lower Than A Level,50-60%,35-55,0,105,Y,Withdrawn,1
570978,FFF,2013J,1057,3.9440298507462686,8.425074144254411,84.5,93.0,4.0,F,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,120,N,Pass,0
571000,DDD,2014B,303,2.1188811188811187,2.8371020487574166,66.0,81.0,2.0,M,East Anglian Region,Lower Than A Level,60-70%,0-35,1,180,N,Pass,0
571008,DDD,2014B,117,2.3877551020408165,2.691160890540644,0.0,0.0,0.0,M,Yorkshire Region,Lower Than A Level,0-10%,35-55,0,60,Y,Withdrawn,1
571019,FFF,2013J,1135,3.7582781456953644,6.569170496499461,93.5,98.0,4.0,M,West Midlands Region,Lower Than A Level,80-90%,0-35,0,60,N,Distinction,0
571022,FFF,2013J,1534,4.047493403693931,6.143595865238831,82.75,88.0,4.0,M,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,0
571025,CCC,2014B,674,3.9415204678362574,11.300550534397027,79.0,80.0,2.0,M,East Anglian Region,No Formal quals,20-30%,0-35,0,60,N,Withdrawn,1
571025,EEE,2014B,740,4.088397790055248,6.486132915415743,89.0,89.0,1.0,M,East Anglian Region,No Formal quals,20-30%,0-35,0,60,N,Withdrawn,1
571050,FFF,2014B,1516,4.843450479233227,8.389807818747732,85.33333333333333,92.0,3.0,M,London Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,0
571055,DDD,2013J,711,3.418269230769231,3.2322428886789787,79.0,79.0,1.0,M,Wales,Lower Than A Level,90-100%,0-35,0,120,N,Fail,1
571079,FFF,2013J,72,2.769230769230769,2.9974348007280134,0.0,0.0,0.0,M,South East Region,A Level or Equivalent,40-50%,0-35,0,60,N,Withdrawn,1
571083,BBB,2013J,318,2.765217391304348,3.030055395193379,83.33333333333333,100.0,3.0,F,Yorkshire Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,0
571089,GGG,2014B,280,3.218390804597701,5.653616433375048,81.0,81.0,1.0,F,North Western Region,Lower Than A Level,30-40%,35-55,0,30,N,Pass,0
571117,FFF,2013J,734,3.2622222222222224,5.685794049053657,48.0,48.0,2.0,M,Yorkshire Region,Lower Than A Level,0-10%,35-55,0,60,N,Fail,1
571128,CCC,2014B,267,3.4675324675324677,5.718355522683108,0.0,0.0,0.0,M,Scotland,HE Qualification,80-90%,0-35,0,60,N,Withdrawn,1
571128,EEE,2014B,800,3.883495145631068,6.320390495614134,78.0,78.0,1.0,M,Scotland,HE Qualification,80-90%,0-35,0,60,N,Pass,0
571129,CCC,2014B,3224,4.45303867403315,7.337676632346321,99.0,100.0,2.0,M,Scotland,HE Qualification,90-100%,35-55,0,30,Y,Distinction,0
571131,DDD,2013J,380,2.331288343558282,2.0338348340989136,75.5,79.0,2.0,M,Wales,Lower Than A Level,60-70%,0-35,0,60,N,Pass,0
571186,EEE,2013J,860,3.3463035019455254,4.646142127954306,82.0,82.0,1.0,M,London Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,0
571190,FFF,2014B,1479,3.2649006622516556,3.768820594528014,75.0,78.0,2.0,F,South Region,Lower Than A Level,50-60%,0-35,0,60,N,Pass,0
571223,BBB,2014B,92,3.5384615384615383,3.9722111648880825,85.0,100.0,3.0,F,East Anglian Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,0
